code14,name14,prov14,name_carto,code24,name24,label04,idh04,src04,taux_pauvrete04,vulnerabilite04,severite04,inegalite04,ids04,mpi_rate04c,mpi_idx04c,mpi_int04c,mpi_rate14c,mpi_idx14c,mpi_int14c,pov_glob14c,mpi2014,mpi2024,mpi_intensity2014,mpi_intensity2024,mpi_rate2014,mpi_rate2024,vulnerability2014,vulnerability2024,menages14,population14,level,cercle,src14,src24
06.385.03.03.,Oulad Azzouz,Nouaceur,Oulad Azzouz,63850107.0,Commune d'Oulad Azzouz,Khouribga Oulad Azzouz,0.55,direct,20.28,22.99,2.16,33.94,0.487,37.58744812011719,16.807411193847656,44.71548843383789,9.4956693649292,3.812192440032959,40.14664077758789,16.08762,0.021945515647530556,0.012560350820422173,36.44981002807617,36.47850036621094,6.020749092102051,3.4432201385498042,8.508577346801758,4.93744421005249,9165.0,40372.0,commune,06.385.03.,,
06.385.03.05.,Oulad Salah,Nouaceur,,63850105.0,Commune d'Ouled Salah,Nouaceur Oulad Salah,0.656,direct,6.82,13.24,0.57,34.86,0.614,,,,,,,,0.021155236288905144,0.011407159268856049,37.701290130615234,35.2619737825283,5.611276626586914,3.23497457391481,11.48007583618164,1.5940998670226643,3316.0,15031.0,commune,06.385.03.,,
06.461.01.01.,Ben Ahmed (Mun.),Settat,Ben Ahmed (M),64610101.0,Commune de Ben Ahmed,Settat Ben Ahmed (M),0.704,direct,8.41,11.32,1.11,44.34,,12.854226112365723,5.252028942108154,40.85838317871094,3.178799867630005,1.1663455963134766,36.691383361816406,12.526952,0.020577145740389824,0.014391077682375908,36.89820098876953,35.5672721862793,5.5767340660095215,4.046157360076904,6.151623249053955,4.098365783691406,7222.0,33105.0,commune,06.461.01.,,
06.461.01.05.,El Borouj (Mun.),Settat,El Borouj (M),64610105.0,Commune d'El Borouj,Settat El Borouj (M),0.635,direct,17.13,19.73,2.38,43.13,,21.347553253173828,8.8302583694458,41.36426544189453,3.6403350830078125,1.338834285736084,36.77777862548828,17.550132,0.026701567694544792,0.023786328732967377,36.8588981628418,34.91118240356445,7.244266510009766,6.813384056091309,6.6930155754089355,2.991716146469116,3841.0,19235.0,commune,06.461.01.,,
06.461.01.09.,Loulad (Mun.),Settat,Loulad (M),64610109.0,Commune de Loulad,Settat Loulad (M),0.603,direct,15.3,18.13,2.15,42.93,,26.686567306518555,11.313433647155762,42.39373779296875,4.281699180603027,1.5640785694122314,36.52938461303711,7.2622,0.027268053963780403,0.018094798550009727,36.983062744140625,36.3724365234375,7.373119354248047,4.974865436553955,6.13324499130249,8.355000495910645,1209.0,6057.0,commune,06.461.01.,,
06.461.01.13.,Oulad M'Rah (Mun.),Settat,Oulad M'Rah (M),64610113.0,Commune d'Oulad M'rah,Settat Oulad M'Rah (M),0.685,direct,10.05,14.07,1.34,41.46,,10.113462448120117,4.250006198883057,42.02325439453125,1.9546971321105957,0.6771172881126404,34.64052200317383,15.106855,0.018748482689261436,0.019080750644207,35.6795539855957,36.380191802978516,5.254685401916504,5.244818687438965,4.10486364364624,3.882683753967285,1746.0,8697.0,commune,06.461.01.,,
06.461.01.15.,Settat (Mun.),Settat,Settat (M),64610115.0,Commune de Settat,Settat Settat (M),0.713,direct,8.18,11.26,1.07,44.55,,7.079044818878174,2.8391571044921875,40.10649871826172,1.3937036991119385,0.4975551664829254,35.70021438598633,3.848977,0.012464571744203568,0.009705441072583199,35.788455963134766,34.80557632446289,3.482846975326538,2.788473129272461,3.512500286102295,1.5310370922088623,32714.0,142250.0,commune,06.461.01.,,
06.461.03.02.,Ain Dorbane-Lahlaf,Settat,Ain Dorbane- Lahlaf,64611102.0,Commune d'Ain Dorbane-Lahlaf,Settat Ain Dorbane,0.583,fuzzy,12.05,18.86,1.1,33.97,0.57,43.77095031738281,18.921478271484375,43.228389739990234,13.349753379821777,5.373563289642334,40.25215148925781,16.9848,0.08069239556789398,0.028277451172471046,40.59617233276367,38.170040130615234,19.876848220825195,7.4082841873168945,23.805418014526367,20.970415115356445,1451.0,8120.0,commune,06.461.03.,,
06.461.03.03.,Bouguargouh,Settat,Bouguargouh,64611103.0,Commune de Bouguargouh,Settat Bouguargouh,0.516,direct,19.53,22.69,2.11,34.01,0.279,47.05380630493164,21.24252700805664,45.145179748535156,10.514728546142578,4.178169250488281,39.73634719848633,13.35231,0.06705222278833389,0.03903981298208237,41.6142578125,38.28343963623047,16.11280059814453,10.197571754455566,27.434741973876953,15.589627265930176,1543.0,9539.0,commune,06.461.03.,,
06.461.03.07.,Lakhzazra,Settat,Lakhzazra,64611107.0,Commune de Lakhzazra,Settat Lakhzazra,0.507,direct,13.69,18.88,1.35,34.18,0.16,51.573848724365234,23.363056182861328,45.30019760131836,15.823817253112793,6.5246381759643555,41.23302459716797,19.54541,0.0863758772611618,0.035782430320978165,42.11805725097656,36.942138671875,20.508039474487305,9.686074256896973,33.395477294921875,10.571505546569824,1513.0,8582.0,commune,06.461.03.,,
06.461.03.09.,Mniaa,Settat,Mniaa,64611309.0,Commune de Mniaa,Settat Mniaa,0.525,direct,18.54,22.79,1.83,33.35,0.289,42.946041107177734,19.37505531311035,45.11488342285156,13.996097564697266,5.447168350219727,38.919193267822266,16.101587,0.0788918137550354,0.04458323121070862,39.76295852661133,37.91805648803711,19.84052848815918,11.757783889770508,19.88294219970703,14.663287162780762,1898.0,11789.0,commune,06.461.03.,,
06.461.03.11.,Mrizigue,Settat,Mrizigue,64611311.0,Commune de Mrizigue,Settat Mrizigue,0.532,direct,13.08,19.73,1.23,33.42,0.387,35.286163330078125,15.503105163574219,43.93536376953125,12.655205726623535,5.060755729675293,39.98951721191406,14.69676,0.0705123096704483,0.056887660175561905,40.81624984741211,39.300594329833984,17.275548934936523,14.47501277923584,26.56399154663086,24.293285369873047,1430.0,8376.0,commune,06.461.03.,,
06.461.03.13.,M'Garto,Settat,M'Garto,64611113.0,Commune de M'garto,Settat M'Garto,0.565,direct,12.51,18.11,1.24,35.53,0.276,46.548973083496094,21.429386138916016,46.03621292114258,16.64317512512207,6.948033809661865,41.747039794921875,17.548795,0.08946049958467484,0.03756994754076004,42.718265533447266,38.683128356933594,20.941978454589844,9.712230682373047,31.33662223815918,13.042899131774902,1585.0,8514.0,commune,06.461.03.,,
06.461.03.15.,N'Khila,Settat,N'Khila,64611115.0,Commune de N'khila,Settat N'Khila,0.528,direct,17.25,21.93,1.7,34.29,0.389,50.36947250366211,22.47433090209961,44.618953704833984,11.49032974243164,4.3397979736328125,37.769134521484375,13.304655,0.06602922827005386,0.06653294712305069,38.89686965942383,39.29448699951172,16.975460052490234,16.9318790435791,20.941003799438477,24.11957359313965,2082.0,12306.0,commune,06.461.03.,,
06.461.03.17.,Oued Naanaa,Settat,Oued Naanaa,64611317.0,Commune d'Oued Naanaa,Settat Oued Naanaa,0.598,direct,17.25,21.88,1.77,34.71,0.332,41.98708724975586,17.9927978515625,42.85316467285156,12.001144409179688,4.7799553871154785,39.82916259765625,13.852791,0.07601043581962585,0.02617981843650341,40.81328201293945,38.9941520690918,18.623945236206055,6.713780879974365,28.33643341064453,19.77385139465332,1308.0,6991.0,commune,06.461.03.,,
06.461.03.19.,Oulad Chbana,Settat,Oulad Chbana,64611319.0,Commune d'Oulad Chbana,Settat Oulad Chbana,0.484,direct,23.72,25.36,2.61,32.75,0.384,61.2996826171875,28.46267318725586,46.432003021240234,21.507240295410156,8.035996437072754,37.36415100097656,23.847350000000002,0.09883265197277069,0.10673607140779495,38.14072036743164,41.01683807373047,25.912633895874023,26.02250099182129,22.06410026550293,23.982757568359375,1319.0,8081.0,commune,06.461.03.,,
06.461.03.21.,Oulad Fares,Settat,Oulad Fares,64611321.0,Commune d'Oulad Fares,Settat Oulad Fares,0.553,direct,17.58,21.83,1.75,35.3,0.352,41.40958023071289,18.591442108154297,44.8964729309082,10.744671821594238,4.175782680511475,38.86375045776367,13.241076999999999,0.07380097359418869,0.044906605035066605,39.54745101928711,38.29729080200195,18.661373138427734,11.725791931152344,22.332063674926758,22.409658432006836,1947.0,12341.0,commune,06.461.03.,,
06.461.03.23.,Oulad M'Hamed,Settat,,64611123.0,Commune d'Ouled M'hamed,Settat Oulad M'Hamed,0.458,direct,21.95,23.79,2.49,34.63,0.154,,,,,,,,0.138668030500412,0.05442951247096062,43.910823822021484,39.71954345703125,31.579463958740234,13.703458786010742,30.362226486206055,27.473011016845703,1746.0,10187.0,commune,06.461.03.,,
06.461.03.25.,Ras El Ain Chaouia,Settat,Ras El Ain Chaouia,64611325.0,Commune de Ras El Ain Chaouia,Settat Ras El Ain Chaouia,0.532,direct,14.08,20.78,1.3,33.49,0.263,43.07795333862305,19.123476028442383,44.39272689819336,9.072128295898438,3.636336326599121,40.0825080871582,10.982964999999998,0.04623470455408096,0.02620437555015087,39.11779612412313,37.44459610698078,11.819353289302505,6.998173011138867,22.316404012451255,18.33677094409897,2757.0,14747.0,commune,06.461.03.,,
06.461.03.27.,Sgamna,Settat,Sgamna,64611327.0,Commune de Sgamna,Settat Sgamna,0.485,direct,21.89,24.87,2.34,32.86,0.322,49.72812271118164,22.50322151184082,45.252506256103516,17.247438430786133,6.546825408935547,37.958248138427734,21.800449999999998,0.09363376349210739,0.058284126222133636,38.4480094909668,37.402618408203125,24.353343963623047,15.582900047302246,18.311370849609375,11.955022811889648,1560.0,10245.0,commune,06.461.03.,,
06.461.03.29.,Sidi Abdelkrim,Settat,Sidi Abdelkrim,64611129.0,Commune de Sidi Abdelkrim,Settat Sidi Abdelkrim,0.554,direct,22.32,24.7,2.42,33.12,0.221,33.29259490966797,14.267513275146484,42.854915618896484,7.452884197235107,2.943159341812134,39.49020767211914,10.109467,0.05147852003574371,0.036881692707538605,40.01726531982422,38.47517776489258,12.8640775680542,9.585841178894043,24.600229263305664,22.900917053222656,2273.0,14037.0,commune,06.461.03.,,
06.461.03.31.,Sidi Dahbi,Settat,Sidi Dahbi,64611131.0,Commune de Sidi Dahbi,Settat Sidi Dahbi,0.592,direct,14.87,20.37,1.47,34.87,0.41,31.576431274414062,13.741816520690918,43.51921844482422,8.88199520111084,3.6002912521362305,40.53471374511719,12.136598,0.05760466307401657,0.019511321559548378,41.126609802246094,35.65286636352539,14.006664276123047,5.472581386566162,25.244169235229492,5.472581386566162,1572.0,8703.0,commune,06.461.03.,,
06.461.03.33.,Sidi Hajjaj,Settat,Sidi Hajjaj,64611333.0,Commune de Sidi Hajjaj,Settat Sidi Hajjaj,0.526,direct,16.04,21.3,1.63,34.95,0.409,42.42521667480469,18.898759841918945,44.54605484008789,10.409029960632324,4.1492486000061035,39.86201477050781,16.22751,0.06913360208272934,0.04211825877428055,40.03569412231445,42.29460906982422,17.26799201965332,9.958304405212402,22.072158813476562,19.886302947998047,3399.0,20732.0,commune,06.461.03.,,
06.461.07.01.,Ain Blal,Settat,Ain Blal,64610701.0,Commune d'Ain Blal,Settat Ain Blal,0.536,direct,19.78,23.46,2.07,33.93,0.393,61.07239532470703,27.183076858520508,44.50959777832031,16.429027557373047,6.698825359344482,40.77432632446289,18.119549999999997,0.0924428403377533,0.030408039689064026,41.68799591064453,38.293025970458984,22.174930572509766,7.940881729125977,28.537986755371094,23.47194480895996,906.0,4699.0,commune,06.461.07.,,
06.461.07.03.,Bni Khloug,Settat,Bni Khloug,64610703.0,Commune de Bni Khloug,Settat Bni Khloug,0.561,direct,14.08,20.13,1.39,34.43,0.526,27.16554069519043,11.716361999511719,43.12950134277344,8.716163635253906,3.3427860736846924,38.3515739440918,11.135304000000001,0.0574718602001667,0.04275715351104736,38.3442268371582,37.43754577636719,14.988399505615234,11.420928955078127,16.77494239807129,17.0778865814209,2290.0,12930.0,commune,06.461.07.,,
06.461.07.05.,Dar Chaffai,Settat,Dar Chaffai,64610705.0,Commune de Dar Chaffai,Settat Dar Chaffai,0.48,direct,21.82,24.58,2.34,34.9,0.433,58.22368240356445,26.2322940826416,45.0543327331543,14.180130958557129,5.43014669418335,38.29405212402344,15.776759,0.0745992660522461,0.11095362901687622,39.32514572143555,47.60307693481445,18.969863891601562,23.30807876586914,26.549787521362305,24.32049560546875,2913.0,17454.0,commune,06.461.07.,,
06.461.07.07.,Laqraqra,Settat,Laqraqra,64610707.0,Commune de Laqraqra,Settat Laqraqra,0.501,direct,19.14,22.28,1.99,39.76,0.397,47.66127395629883,21.567163467407227,45.25091552734375,13.573868751525879,5.490362167358398,40.44803237915039,15.292537999999999,0.09543062746524811,0.04643220454454422,41.2617301940918,39.86634063720703,23.12812042236328,11.646968841552734,26.114370346069336,20.892108917236328,1833.0,11419.0,commune,06.461.07.,,
06.461.07.09.,Meskoura,Settat,Meskoura,64610709.0,Commune de Meskoura,Settat Meskoura,0.515,direct,19.34,23.9,1.95,32.59,0.36,45.02806854248047,20.36665916442871,45.23102951049805,18.105850219726562,7.087589263916016,39.14529800415039,20.640639999999998,0.10759827494621277,0.06465696543455124,40.44793701171875,36.97513961791992,26.60167121887207,17.486604690551758,21.155988693237305,14.499107360839844,1113.0,7180.0,commune,06.461.07.,,
06.461.07.11.,Oulad Amer,Settat,Oulad Amer,64610711.0,Commune d'Oulad Amer,Settat Oulad Amer,0.5,direct,27.68,24.7,3.53,32.91,0.776,32.981483459472656,13.593278884887695,41.21487808227539,11.224336624145508,4.1893534660339355,37.3238410949707,13.307321,0.06536290049552917,0.03715692088007927,37.92753601074219,36.231082916259766,17.233627319335938,10.255537033081055,17.69818687438965,8.68824577331543,1081.0,6673.0,commune,06.461.07.,,
06.461.07.13.,Oulad Bouali Nouaja,Settat,Oulad Bouali Nouaja,64610713.0,Commune d'Oulad Bouali Nouaja,Settat Oulad Bouali Nouaja,0.533,direct,21.33,24.08,2.29,34.26,0.316,50.60794448852539,23.039569854736328,45.525596618652344,16.997079849243164,6.444342613220215,37.914405822753906,18.531136000000004,0.09188396483659744,0.05806910619139671,39.64780807495117,39.24394607543945,23.1750431060791,14.796958923339844,15.229752540588379,20.285554885864258,1065.0,6507.0,commune,06.461.07.,,
06.461.07.15.,Oulad Fares El Halla,Settat,Oulad Fares El Halla,64610715.0,Commune d'Oulad Fares El Halla,Settat Oulad Fares El Halla,0.543,direct,20.35,22.89,2.09,33.41,0.347,46.106956481933594,20.55047607421875,44.57131576538086,13.670970916748047,5.270514011383057,38.55259704589844,22.01988,0.08150354772806168,0.036295123398303986,38.77515411376953,39.270389556884766,21.019529342651367,9.242363929748535,19.33134651184082,18.127727508544922,525.0,3021.0,commune,06.461.07.,,
06.461.07.17.,Oulad Freiha,Settat,Oulad Freiha,64610717.0,Commune d'Oulad Freiha,Settat Oulad Freiha,0.481,direct,16.83,22.32,1.63,33.48,0.403,61.232017517089844,27.838233947753906,45.463523864746094,18.124515533447266,7.283961772918701,40.18844985961914,23.264129999999998,0.10889963805675507,0.04283808171749115,41.187679290771484,39.531646728515625,26.439857482910156,10.83640193939209,28.68491554260254,28.642820358276367,1838.0,11581.0,commune,06.461.07.,,
06.461.07.19.,Sidi Ahmed El Khadir,Settat,Sidi Ahmed El Khadir,64610719.0,Commune de Sidi Ahmed El Khadir,Settat Sidi Ahmed El Khadir,0.554,direct,15.4,21.26,1.52,35.54,0.329,43.92491149902344,19.25537872314453,43.8370361328125,17.146692276000977,6.683642387390137,38.97919464111328,20.656599999999997,0.10196942836046219,0.04177229851484299,40.26815414428711,37.63374710083008,25.32259750366211,11.099691390991211,26.12779998779297,12.219938278198242,1404.0,9687.0,commune,06.461.07.,,
06.461.07.21.,Sidi Boumehdi,Settat,Sidi Boumehdi,64610721.0,Commune de Sidi Boumehdi,Settat Sidi Boumehdi,0.583,direct,21.75,21.53,2.65,34.9,0.256,35.76158905029297,15.713530540466309,43.93968963623047,8.817161560058594,3.456231117248535,39.198909759521484,12.32199,0.057108186185359955,0.02428380399942398,40.133705139160156,38.760684967041016,14.229482650756836,6.2650604248046875,11.375713348388672,18.45783042907715,797.0,5081.0,commune,06.461.07.,,
06.461.09.03.,Bni Yagrine,Settat,Bni Yagrine,64611703.0,Commune de Bni Yagrine,Settat Bni Yagrine,0.44,direct,28.29,26.46,3.27,32.71,0.254,71.09642791748047,32.765560150146484,46.086082458496094,24.341955184936523,9.529413223266602,39.148101806640625,35.038030000000006,0.1175658106803894,0.08535204082727432,39.92702865600586,38.105350494384766,29.44516944885254,22.39896583557129,27.388534545898438,26.62470054626465,2023.0,13031.0,commune,06.461.09.,,
06.461.09.05.,Gdana,Settat,Gdana,64611505.0,Commune de Gdana,Settat Gdana,0.556,direct,14.18,20.83,1.34,34.05,0.404,35.63144302368164,15.612470626831055,43.816558837890625,9.445178985595703,3.6859679222106934,39.024864196777344,13.806054000000001,0.06044816970825195,0.041650254279375076,40.43528366088867,39.291465759277344,14.949361801147461,10.60033130645752,23.94319725036621,20.467973709106445,1669.0,9084.0,commune,06.461.09.,,
06.461.09.07.,Guisser,Settat,Guisser,64611707.0,Commune de Guisser,Settat Guisser,0.573,direct,14.61,20.6,1.45,33.32,0.489,33.77077102661133,14.33543872833252,42.449249267578125,10.419637680053711,4.169778823852539,40.01846694946289,12.571485999999998,0.05924832820892334,0.034543681889772415,39.12427120967706,37.414645272099584,15.143624306695147,9.232663012235733,13.78468568172357,9.922035283341875,2272.0,12289.0,commune,06.461.09.,,
06.461.09.09.,Khemisset Chaouia,Settat,Khemisset Chaouia,64611509.0,Commune de Khemisset Chaouia,Settat Khemisset Chaouia,0.571,direct,8.3,15.78,0.71,33.93,0.504,19.923105239868164,8.529457092285156,42.8118896484375,5.445992469787598,2.066622495651245,37.94758224487305,12.004340000000001,0.03776410594582558,0.0279084462672472,38.08799743652344,38.798065185546875,9.914962768554688,7.1932573318481445,18.925275802612305,11.368090629577637,1058.0,5527.0,commune,06.461.09.,,
06.461.09.11.,Lahouaza,Settat,Lahouaza,64611511.0,Commune de Lahouaza,Settat Lahouaza,0.563,direct,14.91,21.38,1.51,33.9,0.288,36.6564826965332,16.128236770629883,43.99831771850586,9.047876358032227,3.4427313804626465,38.0501594543457,13.526314,0.04958224296569824,0.02117382548749447,39.16785430908203,36.05717468261719,12.658912658691406,5.8722920417785645,17.784690856933594,7.639680862426758,1368.0,7394.0,commune,06.461.09.,,
06.461.09.13.,Machraa Ben Abbou,Settat,Machraa Ben Abbou,64611713.0,Commune de Machraa Ben Abbou,Settat Machraa Ben Abbou,0.516,direct,20.5,24.98,2.07,33.75,0.249,56.32998275756836,25.743324279785156,45.700923919677734,18.471406936645508,7.124532699584961,38.57060241699219,20.55581,0.09574797004461288,0.03546125069260597,39.827579498291016,37.09516906738281,24.040620803833008,9.55953311920166,31.234634399414062,14.564355850219727,1574.0,9355.0,commune,06.461.09.,,
06.461.09.14.,Mzamza Janoubia,Settat,Mzamza Janoubia,64611514.0,Commune de Mzamza Janoubia,,0.5410188676439978,imputed_cercle,16.425110098426952,21.469434639745455,1.6748629902762497,34.06315613012578,0.31933498343247235,46.80060577392578,20.779632568359375,44.40034866333008,10.37494945526123,4.070744514465332,39.23628234863281,15.666839999999999,0.06491509079933167,0.04894145578145981,40.08762741088867,41.242523193359375,16.19329833984375,11.866745948791504,23.585002899169922,22.330228805541992,3485.0,20802.0,commune,06.461.09.,,
06.461.09.15.,Mzoura,Settat,Mzoura,64611515.0,Commune de Mzoura,Settat Mzoura,0.54,direct,14.03,20.57,1.32,33.15,0.294,49.39179992675781,21.417282104492188,43.362022399902344,9.973752975463867,3.800525188446045,38.105262756347656,13.2444,0.05930591747164726,0.05219835042953491,39.201171875,40.484962463378906,15.128608703613281,12.893268585205078,23.401575088500977,16.66864585876465,1855.0,9525.0,commune,06.461.09.,,
06.461.09.19.,Oulad Said,Settat,Oulad Said,64611519.0,Commune d'Oulad Said,Settat Oulad Said (AC),0.632,direct,15.02,17.81,1.97,40.14,,33.36974334716797,14.521512031555176,43.517005920410156,8.958392143249512,3.5247035026550293,39.345272064208984,10.470904,0.043990734964609146,0.03007783368229866,39.36661308337127,37.599442988190724,11.17463044325082,7.9995421307887495,15.90982596674419,12.188144084107932,1798.0,9271.0,commune,06.461.09.,,
06.461.09.21.,Oulad Sghir,Settat,Oulad Sghir,64611721.0,Commune d'Oulad Sghir,Settat Oulad Sghir,0.555,direct,14.46,20.34,1.37,33.66,0.258,34.13654708862305,14.947488784790039,43.787349700927734,9.490840911865234,3.6287803649902344,38.23455047607422,11.095854,0.05997483804821968,0.03912963345646858,39.88542556762695,39.540550231933594,15.03678035736084,9.896077156066895,21.880859375,19.96234130859375,2528.0,13866.0,commune,06.461.09.,,
06.461.09.23.,Rima,Settat,Rima,64611723.0,Commune de Rima,Settat Rima,0.434,direct,15.97,21.19,1.54,33.35,0.178,55.781436920166016,24.911216735839844,44.65861511230469,10.906246185302734,4.237593173980713,38.854736328125,13.5688,0.06111794337630272,0.0390961579978466,39.95211410522461,38.311431884765625,15.297799110412598,10.204828262329102,22.762319564819336,19.73908805847168,1473.0,8949.0,commune,06.461.09.,,
06.461.09.25.,Sidi El Aidi,Settat,Sidi El Aidi,64611525.0,Commune de Sidi El Aidi,Settat Sidi El Aidi,0.576,direct,13.05,20.24,1.24,33.62,0.356,40.5801887512207,17.722061157226562,43.67170715332031,8.931281089782715,3.4901366233825684,39.07767105102539,14.19056,0.05809668451547623,0.020300928503274918,39.66453170776367,37.750343322753906,14.647011756896973,5.37768030166626,18.946455001831055,8.3687105178833,2562.0,13839.0,commune,06.461.09.,,
06.461.09.27.,Sidi Mohammed Ben Rahal,Settat,Sidi Mohammed  Ben Rahal,64611727.0,Commune de Sidi Mohammed Ben Rahal,Settat Sidi Mohammed Ben Rahal,0.559,direct,15.08,21.47,1.39,35.12,0.32,45.755714416503906,20.595138549804688,45.011077880859375,11.796350479125977,4.571992874145508,38.7576904296875,14.287106,0.0691269040107727,0.053005609661340714,39.36603546142578,38.758384704589844,17.56003761291504,13.675908088684082,18.847261428833008,18.224281311035156,1813.0,10410.0,commune,06.461.09.,,
06.461.09.31.,Toualet,Settat,Toualet,64611731.0,Commune de Toualet,Settat Toualet,0.537,direct,19.26,23.84,1.92,33.33,0.295,52.84807586669922,23.507781982421875,44.481815338134766,22.29458999633789,8.843613624572754,39.667083740234375,26.66441,0.11864005774259567,0.03731904551386833,40.734901428222656,38.290897369384766,29.124916076660156,9.746192932128906,20.983633041381836,22.174280166625977,1925.0,11976.0,commune,06.461.09.,,
06.467.01.07.,Sidi Bennour (Mun.),Sidi Bennour,Sidi Bennour (M),64670107.0,Commune de Sidi Bennour,El Jadida Sidi Bennour (M),0.692,direct,9.81,12.48,1.33,44.42,,20.19803237915039,8.356990814208984,41.375274658203125,4.8678669929504395,1.8349308967590332,37.694759368896484,7.653283,0.027779273688793182,0.017917919903993607,38.29340744018555,36.023902893066406,7.254322528839111,4.973897457122803,8.11251449584961,3.087505578994751,12507.0,55815.0,commune,06.467.01.,,
06.467.01.09.,Zemamra (Mun.),Sidi Bennour,,64670109.0,Commune de Zmamra,El Jadida Zemamra (M),0.648,direct,8.83,11.37,1.2,44.18,,,,,,,,,0.020303569734096527,0.018997766077518463,36.681785583496094,34.661720275878906,5.535055160522461,5.480906963348389,4.11175537109375,2.4906747341156006,2916.0,13279.0,commune,06.467.01.,,
06.467.07.01.,Bni Hilal,Sidi Bennour,Bni Hilal,64670301.0,Commune de Bni Hilal,El Jadida Bni Hilal,0.522,direct,11.67,25.95,0.66,26.78,0.406,47.191749572753906,20.902849197387695,44.2934455871582,13.075155258178711,5.30117654800415,40.543888092041016,14.45943,0.08007809519767761,0.05930972844362259,40.870521545410156,40.40023422241211,19.59311866760254,14.680541038513184,31.98453140258789,23.803850173950195,3561.0,17843.0,commune,06.467.07.,,
06.467.07.03.,Bni Tsiriss,Sidi Bennour,Bni Tsiriss,64670303.0,Commune de Bni Tsiriss,El-Jadida Bni Tsiriss,0.48,direct,25.54,32.08,1.95,27.23,0.279,60.45469665527344,27.038896560668945,44.72587966918945,16.66311264038086,6.28184175491333,37.699092864990234,19.79813,0.07928722351789474,0.04799892008304596,38.09198760986328,41.222999572753906,20.814672470092773,11.643723487854006,16.968791961669922,21.195140838623047,2474.0,14067.0,commune,06.467.07.,,
06.467.07.05.,Bouhmame,Sidi Bennour,Bouhmame,64670705.0,Commune de Bouhmame,El Jadida Bouhmame,0.515,direct,12.62,26.05,0.73,27.37,0.525,48.81144714355469,21.545761108398438,44.14079666137695,13.303778648376465,5.24494743347168,39.424495697021484,16.68671,0.0743187665939331,0.04620013386011124,40.581016540527344,41.30418014526367,18.313678741455078,11.185340881347656,31.17414093017578,34.25175094604492,4098.0,23234.0,commune,06.467.07.,,
06.467.07.07.,Jabria,Sidi Bennour,Jabria,64670707.0,Commune de Jabria,El-Jadida Jabria,0.425,direct,23.39,30.11,1.82,28.65,0.506,68.47740173339844,31.991806030273438,46.718780517578125,24.136003494262695,9.466693878173828,39.222293853759766,28.52636,0.124570831656456,0.07086798548698425,40.533416748046875,38.91616439819336,30.732872009277344,18.210424423217773,21.452531814575195,20.20488166809082,3617.0,19676.0,commune,06.467.07.,,
06.467.07.09.,Khmis Ksiba,Sidi Bennour,Khmis Ksiba,64670309.0,Commune de Khmis Ksiba,El-Jadida Khmis Ksiba,0.452,direct,26.49,30.47,2.15,29.0,0.433,64.29109191894531,29.975055694580078,46.62396240234375,31.774049758911133,13.1823091506958,41.48765563964844,33.87469,0.18609395623207092,0.10140186548233032,43.72551727294922,41.631893157958984,42.55957794189453,24.356775283813477,23.79523468017578,32.13264846801758,1030.0,5665.0,commune,06.467.07.,,
06.467.07.11.,Koudiat Bni Dghough,Sidi Bennour,Koudiat Bni Dghough,64670511.0,Commune de Koudiat Bni Dghough,El-Jadida Koudiat Bni Dghough,0.481,direct,25.38,31.14,1.97,28.23,0.294,51.960533142089844,22.766456604003906,43.814903259277344,12.17969799041748,4.631154537200928,38.0235595703125,13.161192999999999,0.07397038489580154,0.05951448902487755,38.470176696777344,38.42805862426758,19.227981567382812,15.487248420715332,19.53099250793457,10.652695655822754,2865.0,15181.0,commune,06.467.07.,,
06.467.07.13.,Kridid,Sidi Bennour,Kridid,64670513.0,Commune de Kridid,El-Jadida Kridid,0.507,direct,15.73,29.48,0.93,26.58,0.452,48.01583480834961,21.40736198425293,44.58395767211914,16.833106994628906,6.433028697967529,38.216529846191406,23.63446,0.08946777880191803,0.06267983466386795,39.27659972773455,40.51036190854541,22.77890040658341,15.472543047206651,24.63939804506172,30.229687704980787,2484.0,14351.0,commune,06.467.07.,,
06.467.07.15.,Laagagcha,Sidi Bennour,Laagagcha,64670515.0,Commune de Laagagcha,El Jadida Laagagcha,0.536,direct,9.55,23.16,0.51,27.24,0.478,41.79417037963867,18.54491424560547,44.372005462646484,9.994181632995605,3.946028709411621,39.48326110839844,12.43988,0.060461319983005524,0.03087468631565571,40.21394348144531,38.2715950012207,15.034914016723633,8.067258834838867,34.87052536010742,16.998899459838867,2666.0,13748.0,commune,06.467.07.,,
06.467.07.17.,Laamria,Sidi Bennour,Laamria,64670317.0,Commune de Laamria,,0.49710336632137003,imputed_cercle,18.43043619576994,27.973501899203065,1.3348031637682587,27.53164440580852,0.43859114247662934,47.22742462158203,21.089941024780273,44.656131744384766,10.71292781829834,4.10329532623291,38.302276611328125,12.59505,0.06178707256913185,0.041534263640642166,39.039039611816406,37.94477081298828,15.826995849609375,10.945978164672852,22.224334716796875,16.045087814331055,1921.0,10520.0,commune,06.467.07.,,
