code14,name14,prov14,name_carto,code24,name24,label04,idh04,src04,taux_pauvrete04,vulnerabilite04,severite04,inegalite04,ids04,mpi_rate04c,mpi_idx04c,mpi_int04c,mpi_rate14c,mpi_idx14c,mpi_int14c,pov_glob14c,mpi2014,mpi2024,mpi_intensity2014,mpi_intensity2024,mpi_rate2014,mpi_rate2024,vulnerability2014,vulnerability2024,menages14,population14,level,cercle,src14,src24
01.051.01.01.,Al Hoceima (Mun.),Al Hoceima,Al Hoceima (M),10510101.0,Commune d'Al Hoceima,Al Hoceima Al Hoceima (M),0.737,direct,4.61,7.62,0.44,43.46,,6.94053316116333,2.704106569290161,38.96107864379883,1.8647514581680298,0.6639827489852905,35.60703659057617,2.034862,0.0166325680911541,0.012876411899924278,35.22895812988281,36.23966979980469,4.721277236938477,3.5531260967254634,3.097719430923462,1.5265507698059082,13881.0,56716.0,commune,01.051.01.,,
01.051.01.03.,Bni Bouayach (Mun.),Al Hoceima,Bni Bouayach (M),10510103.0,Commune de Bni Bouayach,Al Hoceima Bni Bouayach (M),0.708,direct,5.27,7.91,0.53,43.77,,16.061172485351562,6.523484706878662,40.616493225097656,3.59684681892395,1.3099626302719116,36.41975402832031,4.101858,0.029693907126784325,0.0234094075858593,36.84707260131836,35.15951156616211,8.058688163757324,6.658058166503907,8.053214073181152,4.330257892608643,4062.0,18271.0,commune,01.051.01.,,
01.051.01.05.,Imzouren (Mun.),Al Hoceima,Imzouren (M),10510105.0,Commune d'Imzouren,Al Hoceima Imzouren (M),0.68,direct,4.66,7.61,0.44,40.73,,13.064594268798828,5.188796043395996,39.716468811035156,3.535066843032837,1.27273690700531,36.00318908691406,4.025561,0.02461211010813713,0.023596851155161858,35.856170654296875,35.5380744934082,6.864120960235596,6.639878749847412,5.422028541564941,2.3090596199035645,7440.0,33852.0,commune,01.051.01.,,
01.051.01.07.,Targuist (Mun.),Al Hoceima,Targuist (M),10510107.0,Commune de Targuist,Al Hoceima Targuist (M),0.69,direct,3.16,5.73,0.25,39.97,,11.58304500579834,4.529988765716553,39.108787536621094,1.9725044965744019,0.703161358833313,35.64814758300781,3.1095800000000002,0.020140135660767555,0.016551176086068153,35.75007629394531,35.315826416015625,5.633592128753662,4.686617374420166,4.161685466766357,2.903735876083374,2969.0,13390.0,commune,01.051.01.,,
01.051.01.09.,Ajdir (Mun.),Al Hoceima,Ajdir  (M),10510109.0,Commune d'Ajdir,Al Hoceima Ajdir (AC),0.691,direct,6.29,12.0,0.58,36.72,,17.1301212310791,7.2997002601623535,42.61324691772461,3.782461643218994,1.3904571533203125,36.760643005371094,4.158828,0.028436418622732162,0.016357365995645523,36.76669692993164,34.46115493774414,7.734286785125732,4.746609687805176,4.7610087394714355,2.4803712368011475,1292.0,5314.0,commune,01.051.01.,,
01.051.03.01.,Bni Boufrah,Al Hoceima,Bni Boufrah,10510301.0,Commune de Bni Boufrah,Al Hoceima Bni Boufrah,0.573,direct,18.01,17.92,2.64,44.29,0.498,43.115169525146484,18.93463706970215,43.916419982910156,13.0632963180542,5.205060005187988,39.84492111206055,13.508725,0.08627715706825256,0.06444577127695084,40.865230560302734,40.30265426635742,21.112607955932617,15.990453720092773,27.99129867553711,21.778043746948242,1875.0,9653.0,commune,01.051.03.,,
01.051.03.03.,Bni Gmil,Al Hoceima,Bni Gmil,10510303.0,Commune de Bni Gmil,Al Hoceima Bni Gmil,0.566,direct,20.93,20.27,3.18,42.74,0.2,55.96659851074219,25.193485260009766,45.01521682739258,23.114151000976562,9.222046852111816,39.89784240722656,24.98681,0.1281781643629074,0.04175824299454689,41.2994384765625,39.92583465576172,31.036296844482422,10.458952903747559,30.036823272705078,27.563024520874023,1444.0,9513.0,commune,01.051.03.,,
01.051.03.05.,Bni Gmil Maksouline,Al Hoceima,Bni Gmil Maksouline,10510305.0,Commune de Bni Gmil Maksouline,Al Hoceima Bni Gmil Maksouline,0.471,direct,33.35,23.35,5.56,42.03,0.147,70.36812591552734,33.0935173034668,47.02912902832031,22.8708438873291,9.493612289428711,41.509674072265625,24.809710000000003,0.13320477306842804,0.06940978765487671,43.184635162353516,40.57716751098633,30.845407485961914,17.105627059936523,34.493900299072266,30.718048095703125,1477.0,9593.0,commune,01.051.03.,,
01.051.03.07.,Senada,Al Hoceima,Senada,10510307.0,Commune de Senada,Al Hoceima Senada,0.538,direct,18.18,17.83,2.72,43.05,0.351,58.61195373535156,26.66891860961914,45.500816345214844,18.014385223388672,7.153322696685791,39.708946228027344,19.5183,0.11003342270851135,0.0791277214884758,41.093475341796875,40.61217498779297,26.7763729095459,19.48374366760254,32.149085998535156,25.97418785095215,1733.0,9176.0,commune,01.051.03.,,
01.051.05.01.,Ait Kamra,Al Hoceima,Ait Kamra,10511101.0,Commune d'Ait Kamra,Al Hoceima Ait Kamra,0.52,direct,21.91,20.42,3.2,41.91,0.493,53.589439392089844,24.592933654785156,45.891380310058594,4.289799690246582,1.605459451675415,37.425045013427734,4.440206,0.03336511179804802,0.023624740540981293,37.23404312133789,35.75882963137257,8.960915565490723,6.606687137964381,8.484271049499512,7.613804319808671,1642.0,7685.0,commune,01.051.05.,,
01.051.05.03.,Ait Youssef Ou Ali,Al Hoceima,Ait Youssef Ou Ali,10511303.0,Commune d'Ait Youssef Ou Ali,Al Hoceima Ait Youssef Ou Ali,0.622,direct,15.76,16.42,2.36,42.2,0.575,23.91537857055664,10.407121658325195,43.516441345214844,4.8053202629089355,1.7727961540222168,36.892364501953125,5.288,0.030462056398391724,0.025041544809937477,36.59200376837065,36.067142536889335,8.32478516022634,6.943035324097785,11.126015684067154,5.537034450605099,2598.0,12673.0,commune,01.051.05.,,
01.051.05.05.,Arbaa Taourirt,Al Hoceima,Arbaa Taourirt,10511305.0,Commune d'Arbaa Taourirt,Al Hoceima Arbaa Taourirt,0.501,direct,11.8,14.97,1.54,42.44,0.208,58.42959213256836,26.22234535217285,44.87853240966797,27.896663665771484,11.334961891174316,40.6319580078125,30.036620000000003,0.14138980209827423,0.0975952222943306,42.07624435424805,38.97651672363281,33.60323715209961,25.039493560791016,26.79776382446289,25.539758682250977,985.0,5187.0,commune,01.051.05.,,
01.051.05.07.,Bni Abdallah,Al Hoceima,,10511107.0,Commune de Bni Abdellah,Al Hoceima Bni Abdallah,0.518,direct,17.81,19.17,2.42,42.73,0.229,,,,,,,,0.11507605016231537,0.08327050507068634,41.803279876708984,40.98628234863281,27.527996063232422,20.31667709350586,23.533344268798828,12.625950813293457,1229.0,5983.0,commune,01.051.05.,,
01.051.05.09.,Bni Hadifa,Al Hoceima,Bni Hadifa,10511109.0,Commune de Bni Hadifa,Al Hoceima Bni Hadifa,0.6,direct,18.42,17.35,2.73,42.37,0.396,54.01921844482422,23.991615295410156,44.41311264038086,12.036225318908691,4.766773700714111,39.60356140136719,14.168868999999999,0.0521598719060421,0.029217343777418137,38.800840884479065,37.01648820455783,13.44297478631176,7.893061971300199,18.50196590498596,12.30638681749566,1193.0,5594.0,commune,01.051.05.,,
01.051.05.11.,Chakrane,Al Hoceima,Chakrane,10511311.0,Commune de Chakrane,Al Hoceima Chakrane,0.461,direct,18.16,19.65,2.54,40.91,0.05,76.20032501220703,35.549320220947266,46.65245056152344,49.17894744873047,20.530994415283203,41.747528076171875,52.58253,0.24217544496059418,0.13610097765922546,43.5073127746582,42.01877975463867,55.66315841674805,32.39051055908203,20.947368621826172,31.20438003540039,819.0,4761.0,commune,01.051.05.,,
01.051.05.13.,Imrabten,Al Hoceima,Imrabten,10511313.0,Commune d'Imrabten,Al Hoceima Imrabten,0.523,direct,34.32,22.73,5.46,43.11,0.336,72.3826675415039,35.16847229003906,48.58686828613281,20.75827980041504,8.499580383300781,40.94549560546875,21.644343000000003,0.09730984270572662,0.06040962040424347,40.51864738617556,38.74893144119618,24.016064522940745,15.59000906586955,17.292025979633518,14.0826868210036,1782.0,8715.0,commune,01.051.05.,,
01.051.05.15.,Izemmouren,Al Hoceima,Izemmouren,10511115.0,Commune d'Izemmouren,Al Hoceima Izemmouren,0.544,direct,8.79,10.89,1.15,41.79,0.662,34.257381439208984,15.348209381103516,44.80263137817383,5.608383655548096,2.0656793117523193,36.83198928833008,8.305844,0.040451087057590485,0.02279135026037693,37.089759826660156,35.70644760131836,10.906268119812012,6.382978916168213,7.083252429962158,4.113475322723389,1213.0,5153.0,commune,01.051.05.,,
01.051.05.17.,Louta,Al Hoceima,Louta,10511317.0,Commune de Louta,Al Hoceima Louta,0.511,direct,20.46,19.39,3.0,42.96,0.453,53.86875915527344,25.127872467041016,46.64646530151367,8.130081176757812,3.006122589111328,36.97530746459961,10.140021999999998,0.054765135049819946,0.039360255002975464,38.00940704345703,36.29707336425781,14.408310890197754,10.84391975402832,12.759711265563965,7.962794780731201,886.0,4428.0,commune,01.051.05.,,
01.051.05.19.,Nekkour,Al Hoceima,Nekkour,10511319.0,Commune de Nekkour,Al Hoceima Nekkour,0.576,direct,17.56,17.82,2.54,44.47,0.348,44.802154541015625,19.80745506286621,44.21094512939453,14.23630428314209,5.748943328857422,40.38227081298828,15.095373,0.08740253746509552,0.03662189096212387,42.185726165771484,37.43193817138672,20.718509674072266,9.783595085144043,25.64989471435547,13.386031150817871,1780.0,8963.0,commune,01.051.05.,,
01.051.05.21.,Rouadi,Al Hoceima,Rouadi,10511121.0,Commune de Rouadi,Al Hoceima Rouadi,0.568,direct,32.49,21.75,5.33,44.4,0.325,49.567474365234375,22.10344886779785,44.592647552490234,18.811464309692383,7.715962886810303,41.0173454284668,20.46927,0.11620774120092392,0.0654526874423027,42.13788604736328,40.098567962646484,27.577970504760742,16.322948455810547,28.294464111328125,25.43513298034668,1572.0,7131.0,commune,01.051.05.,,
01.051.05.23.,Tifarouine,Al Hoceima,Tifarouine,10511323.0,Commune de Tifarouine,Al Hoceima Tifarouine,0.528,direct,12.08,14.54,1.69,42.59,0.121,55.124359130859375,24.908370971679688,45.1857795715332,25.8331356048584,10.153891563415527,39.30568313598633,27.84209,0.15450774133205414,0.06345857679843903,42.175628662109375,39.20960235595703,36.63436508178711,16.1844482421875,28.551170349121094,21.729957580566406,840.0,4231.0,commune,01.051.05.,,
01.051.05.25.,Zaouiat Sidi Abdelkader,Al Hoceima,Zaouiat Sidi Abdelkader,10511125.0,Commune de Zaouiat Sidi Abdelkader,Al Hoceima Zaouiat Sidi Abdelkader,0.496,direct,24.64,21.57,3.67,41.06,0.215,71.37596130371094,34.148902893066406,47.84370803833008,24.76155662536621,9.805779457092285,39.600826263427734,31.18202,0.15061751008033752,0.09792253375053406,41.285404205322266,39.676334381103516,36.482025146484375,24.68033790588379,23.239177703857422,31.3872127532959,930.0,5452.0,commune,01.051.05.,,
01.051.07.03.,Bni Ahmed Imoukzan,Al Hoceima,Bni Ahmed Imoukzan,10510703.0,Commune de Bni Ahmed Imoukzan,Al Hoceima Bni Ahmed Imoukzan,0.525,direct,11.51,14.58,1.58,41.25,0.277,62.28628921508789,28.63821029663086,45.97835159301758,24.543254852294922,10.077775001525879,41.06128692626953,28.186259999999997,0.13787390291690826,0.08171617239713669,43.06367492675781,40.29948043823242,32.01628875732422,20.2772274017334,36.759849548339844,25.148515701293945,1519.0,9086.0,commune,01.051.07.,,
01.051.07.05.,Bni Ammart,Al Hoceima,Bni Ammart,10510705.0,Commune de Bni Ammart,Al Hoceima Bni Ammart,0.57,direct,19.96,19.62,2.93,44.56,0.237,68.77783203125,31.398784637451172,45.6524772644043,18.309432983398438,7.490147113800049,40.90867614746094,19.90943,0.11970650404691696,0.06287336349487305,42.86787033081055,39.9582405090332,27.924528121948242,15.734766960144043,31.350942611694336,22.724014282226562,1219.0,6654.0,commune,01.051.07.,,
01.051.07.07.,Bni Bchir,Al Hoceima,Bni Bchir,10510707.0,Commune de Bni Bchir,Al Hoceima Bni Bchir,0.519,direct,8.18,11.09,1.04,41.13,0.132,65.90032196044922,29.564990997314453,44.86320114135742,23.747509002685547,9.635190963745117,40.57347869873047,25.647343999999997,0.15194152295589447,0.058353912085294724,42.801998138427734,41.030094146728516,35.49869918823242,14.222222328186035,36.01961135864258,24.462963104248047,1017.0,6527.0,commune,01.051.07.,,
01.051.07.11.,Bni Bounsar,Al Hoceima,Bni Bounsar,10510711.0,Commune de Bni Bounsar,Al Hoceima Bni Bounsar,0.537,direct,17.39,17.34,2.66,42.97,0.356,39.2874755859375,16.938554763793945,43.1143913269043,13.237598419189453,5.337249755859375,40.318870544433594,13.381235000000002,0.07346968352794647,0.041747938841581345,41.35031509399414,39.06500244140625,17.767623901367188,10.686787605285645,29.595300674438477,31.39821434020996,1242.0,7660.0,commune,01.051.07.,,
01.051.07.19.,Sidi Boutmim,Al Hoceima,Sidi Boutmim,10510719.0,Commune de Sidi Boutmim,Al Hoceima Sidi Boutmim,0.566,direct,16.5,15.89,2.44,44.97,0.38,54.12028884887695,25.396516799926758,46.926055908203125,21.10487174987793,8.241427421569824,39.04988098144531,22.38823,0.10940668731927872,0.06339915841817856,40.99257278442383,40.222557067871094,26.68939208984375,15.762090682983398,21.676359176635742,20.42095375061035,1831.0,9988.0,commune,01.051.07.,,
01.051.07.21.,Sidi Bouzineb,Al Hoceima,Sidi Bouzineb,10510721.0,Commune de Sidi Bouzineb,Al Hoceima Sidi Bouzineb,0.494,direct,29.73,24.09,4.39,39.65,0.051,82.22177124023438,39.140071868896484,47.60305404663086,22.123416900634766,8.702356338500977,39.33549880981445,24.92585,0.12849187850952148,0.09684903174638748,41.1063232421875,41.5455207824707,31.258420944213867,23.311546325683594,28.698463439941406,34.24110412597656,630.0,3711.0,commune,01.051.07.,,
01.051.07.27.,Zarkt,Al Hoceima,Zarkt,10510727.0,Commune de Zarkt,Al Hoceima Zarkt,0.554,direct,15.63,17.82,2.16,41.42,0.287,49.25062942504883,21.894941329956055,44.45616149902344,19.95217514038086,7.99000358581543,40.0457763671875,23.43451,0.11081220954656601,0.10938369482755661,41.537506103515625,40.51033401489258,26.677627563476562,27.00143051147461,26.064863204956055,23.338098526000977,1160.0,6691.0,commune,01.051.07.,,
01.051.09.01.,Abdelghaya Souahel,Al Hoceima,Abdelghaya Souahel,10510901.0,Commune d'Abdelghaya Souahel,Al Hoceima Abdelghaya Souahel,0.576,direct,7.11,9.91,0.9,41.41,0.326,46.57808303833008,20.59977912902832,44.22633743286133,17.457489013671875,7.049618721008301,40.381629943847656,17.64841,0.09382707625627518,0.05987919121980667,41.57085037231445,40.377288818359375,22.57040023803711,14.829918861389162,24.57682991027832,28.743757247924805,4140.0,25817.0,commune,01.051.09.,,
01.051.09.09.,Bni Bouchibet,Al Hoceima,Bni Bouchibet,10510909.0,Commune de Bni Bouchibet,Al Hoceima Bni Bouchibet,0.496,direct,13.79,16.84,1.89,40.87,0.319,57.52900314331055,26.097810745239258,45.3646125793457,24.51284408569336,9.91474723815918,40.4471549987793,29.06332,0.14621470868587494,0.13535626232624054,42.60036087036133,40.24996566772461,34.322410583496094,33.62891387939453,33.01594161987305,25.49107551574707,1530.0,9032.0,commune,01.051.09.,,
01.051.09.13.,Issaguen,Al Hoceima,Issaguen,10510913.0,Commune d'Issaguen,Al Hoceima Issaguen (AC),0.664,direct,11.12,11.35,1.47,45.26,,47.095088958740234,21.74149513244629,46.165103912353516,13.507967948913574,5.564295291900635,41.19268798828125,13.660009,0.08366018533706665,0.04522476717829704,41.744626663846205,41.07598644899331,20.040947809300253,11.010025599893348,32.138052102730754,30.703881641767417,3267.0,17095.0,commune,01.051.09.,,
01.051.09.15.,Ketama,Al Hoceima,Ketama,10510915.0,Commune de Ketama,Al Hoceima Ketama,0.61,direct,6.3,8.56,0.78,42.02,0.333,39.537803649902344,17.39373207092285,43.99266052246094,11.901331901550293,4.73075532913208,39.74979782104492,12.176689000000001,0.08166355639696121,0.03606017678976059,41.238197326660156,40.560951232910156,19.802892684936523,8.89036750793457,27.329837799072266,26.855623245239258,3255.0,17351.0,commune,01.051.09.,,
01.051.09.17.,Moulay Ahmed Cherif,Al Hoceima,Moulay Ahmed Cherif,10510917.0,Commune de Moulay Ahmed Cherif,Al Hoceima Moulay Ahmed Cherif,0.564,direct,14.63,16.3,2.15,41.91,0.349,51.78331756591797,23.626474380493164,45.62565231323242,9.646697044372559,3.988166570663452,41.3422966003418,10.242755,0.06670649349689484,0.057687290012836456,42.052223205566406,40.009063720703125,15.862774848937988,14.41855525970459,33.02611541748047,20.393329620361328,1585.0,9765.0,commune,01.051.09.,,
01.051.09.23.,Taghzout,Al Hoceima,Taghzout,10510923.0,Commune de Taghzout,Al Hoceima Taghzout,0.547,direct,14.76,17.4,2.07,38.97,0.453,55.190616607666016,23.106332778930664,41.866416931152344,17.614965438842773,7.269204616546631,41.267208099365234,24.39593,0.11257252842187881,0.09004995971918106,42.4483642578125,41.26454162597656,26.519874572753906,21.822599411010742,37.353858947753906,30.643985748291016,966.0,5132.0,commune,01.051.09.,,
01.051.09.25.,Tamsaout,Al Hoceima,Tamsaout,10510925.0,Commune de Tamsaout,Al Hoceima Tamsaout,0.5,direct,6.42,9.36,0.79,40.12,0.258,69.39730834960938,31.943782806396484,46.030296325683594,25.505069732666016,10.047893524169922,39.39567184448242,25.939173,0.14171913266181946,0.09605520963668823,41.67977523803711,40.5009651184082,34.001895904541016,23.71677017211914,26.70848274230957,25.551015853881836,2323.0,13711.0,commune,01.051.09.,,
01.151.01.01.,Chefchaouen (Mun.),Chefchaouen,Chefchaouen (M),11510101.0,Commune de Chefchaouen,Chefchaouen Chefchaouen (M),0.705,direct,8.57,12.26,0.92,40.38,,9.932573318481445,3.9834699630737305,40.1051139831543,2.289968729019165,0.8508766889572144,37.15669631958008,2.992789,0.018178829923272133,0.008871883153915405,36.71726989746094,35.001922607421875,4.9510297775268555,2.534684419631958,5.256359100341797,2.3332972526550293,10295.0,42786.0,commune,01.151.01.,,
01.151.03.03.,Bab Berred,Chefchaouen,Bab Berred,11510303.0,Commune de Bab Berred,Chefchaouen Bab Berred (AC),0.663,direct,9.77,14.24,0.98,40.03,,34.0763053894043,14.354826927185059,42.12553405761719,9.313233375549316,3.7730984687805176,40.5133056640625,9.579006999999999,0.047954361885786057,0.022421756759285927,40.09939215709637,38.09216539487788,11.958874781410415,5.886185998134659,23.937074191578024,16.26230250054552,4932.0,25872.0,commune,01.151.03.,,
01.151.03.13.,Iounane,Chefchaouen,Iounane,11510313.0,Commune d'Iounane,Chefchaouen Iounane,0.526,direct,13.66,18.44,1.82,40.32,0.31,50.587928771972656,21.681365966796875,42.85877227783203,15.115303039550781,6.16415548324585,40.78089141845703,17.493270000000003,0.08177797496318817,0.050561223179101944,41.715938568115234,39.3328857421875,19.603532791137695,12.854694366455078,33.69169998168945,23.427942276000977,4004.0,25021.0,commune,01.151.03.,,
01.151.03.23.,Tamorot,Chefchaouen,Tamorot,11510323.0,Commune de Tamorot,Chefchaouen Tamorot,0.538,direct,15.52,20.35,2.03,39.37,0.13,53.9261474609375,24.41156005859375,45.26850891113281,15.967549324035645,6.375969886779785,39.93080139160156,16.335216,0.09464259445667267,0.04399794340133667,42.64656448364258,40.280784606933594,22.19231414794922,10.92281150817871,26.809480667114258,23.404653549194336,4652.0,26748.0,commune,01.151.03.,,
01.151.05.01.,Bab Taza,Chefchaouen,Bab Taza,11510501.0,Commune de Bab Taza,Chefchaouen Bab Taza,0.564,direct,11.06,15.64,1.41,39.21,0.465,45.639251708984375,19.899890899658203,43.60258102416992,16.33387565612793,6.549299716949463,40.09642791748047,19.81831,0.07877160608768463,0.04110126942396164,40.81840143026908,39.47277580249234,19.2980623166132,10.41256101337785,24.526000695299707,23.725905465376204,5259.0,28713.0,commune,01.151.05.,,
01.151.05.03.,Bni Darkoul,Chefchaouen,Bni Darkoul,11510503.0,Commune de Bni Darkoul,Chefchaouen Bni Darkoul,0.607,direct,11.63,15.95,1.53,38.82,0.595,42.90238571166992,19.00751495361328,44.304100036621094,16.841463088989258,6.769365310668945,40.19463348388672,19.3112,0.08626354485750198,0.04665296897292137,41.35221862792969,38.59821319580078,20.860681533813477,12.086820602416992,36.47743606567383,25.607990264892578,2657.0,14779.0,commune,01.151.05.,,
01.151.05.05.,Bni Faghloum,Chefchaouen,Bni Faghloum,11510505.0,Commune de Bni Faghloum,Chefchaouen Bni Faghloum,0.556,direct,12.22,17.51,1.56,37.97,0.139,55.27082824707031,24.90146255493164,45.05353546142578,17.75872039794922,6.981114387512207,39.310909271240234,19.928720000000002,0.10762617737054825,0.06877392530441284,41.21566390991211,40.302391052246094,26.112930297851562,17.064477920532227,30.80554962158203,25.618316650390625,2046.0,10378.0,commune,01.151.05.,,
01.151.05.07.,Bni Salah,Chefchaouen,Bni Salah,11510507.0,Commune de Bni Salah,Chefchaouen Bni Salah,0.434,direct,18.25,21.85,2.47,37.79,0.376,60.701717376708984,27.60527992248535,45.47693634033203,22.613906860351562,9.145344734191895,40.44124221801758,27.203789999999998,0.12509426474571228,0.02264937199652195,41.797542572021484,38.988746643066406,29.92861557006836,5.809207439422607,24.605623245239258,21.328903198242188,1851.0,11365.0,commune,01.151.05.,,
01.151.05.09.,Derdara,Chefchaouen,Derdara,11510509.0,Commune de Derdara,Chefchaouen Derdara,0.511,direct,14.25,19.37,1.85,37.54,0.231,64.18995666503906,30.152875900268555,46.97444152832031,22.22222328186035,8.93209457397461,40.19442367553711,27.79945,0.11856374889612198,0.06440459191799164,41.66328811645508,38.79149627685547,28.45760726928711,16.602760314941406,31.159608840942383,29.22082138061523,2107.0,11547.0,commune,01.151.05.,,
01.151.05.11.,Fifi,Chefchaouen,Fifi,11510511.0,Commune de Fifi,Chefchaouen Fifi,0.551,direct,20.62,22.33,2.85,39.56,0.191,53.950775146484375,24.554548263549805,45.512874603271484,22.139673233032227,8.409004211425781,37.981605529785156,23.50178,0.13060645759105682,0.08251972496509552,40.66221237182617,40.59922409057617,32.1198616027832,20.325443267822266,26.894502639770508,23.87574005126953,1626.0,8104.0,commune,01.151.05.,,
01.151.05.13.,Laghdir,Chefchaouen,Laghdir,11510513.0,Commune de Laghdir,Chefchaouen Laghdir,0.546,direct,20.64,22.55,2.86,38.43,0.199,55.4896125793457,25.11971664428711,45.269222259521484,14.236682891845703,5.599030017852783,39.328189849853516,17.46538,0.0801909863948822,0.08179251104593277,39.5471305847168,39.016178131103516,20.277320861816406,20.963743209838867,32.097747802734375,19.398822784423828,1467.0,7284.0,commune,01.151.05.,,
01.151.05.15.,Tanaqoub,Chefchaouen,Tanaqoub,11510515.0,Commune de Tanaqoub,Chefchaouen Tanaqoub,0.546,direct,19.21,21.61,2.7,39.0,0.48,59.908084869384766,27.427631378173828,45.78285217285156,14.844088554382324,6.064434051513672,40.85420227050781,20.40926,0.09256051480770111,0.05988028272986412,41.88578796386719,39.82014083862305,22.098310470581055,15.037687301635742,34.24642562866211,20.190288543701172,1667.0,9236.0,commune,01.151.05.,,
01.151.06.05.,Bni Ahmed Cherqia,Chefchaouen,Bni Ahmed Cherqia,11510605.0,Commune de Bni Ahmed Cherqia,Chefchaouen Bni Ahmed Cherqia,0.523,direct,17.98,20.09,2.48,40.44,0.449,42.981502532958984,19.622346878051758,45.65300750732422,19.205657958984375,7.448140621185303,38.78097152709961,21.02442,0.1030752956867218,0.06763982027769089,40.19905090332031,40.58612823486328,25.641225814819336,16.665748596191406,25.361417770385742,20.938127517700195,2750.0,12866.0,commune,01.151.06.,,
01.151.06.07.,Bni Ahmed Gharbia,Chefchaouen,Bni Ahmed Gharbia,11510607.0,Commune de Bni Ahmed Gharbia,Chefchaouen Bni Ahmed Gharbia,0.51,direct,11.82,17.48,1.47,36.64,0.381,53.811038970947266,23.85325050354004,44.32780838012695,18.662351608276367,7.54139518737793,40.409671783447266,20.203390000000002,0.10881663113832474,0.05562945827841759,42.09306335449219,41.40473556518555,25.8514404296875,13.435530662536621,32.83248519897461,27.169326782226562,2634.0,12978.0,commune,01.151.06.,,
01.151.06.15.,Mansoura,Chefchaouen,Mansoura,11510615.0,Commune de Mansoura,Chefchaouen Mansoura,0.49,direct,14.32,19.09,1.89,37.69,0.359,68.75800323486328,31.448286056518555,45.737640380859375,19.304677963256836,7.7538981437683105,40.1659049987793,20.981080000000002,0.10203681141138077,0.08270906656980515,40.959712982177734,39.49898529052734,24.9115047454834,20.939542770385742,33.634639739990234,28.15745353698731,2829.0,15820.0,commune,01.151.06.,,
01.151.06.21.,Oued Malha,Chefchaouen,Oued Malha,11510621.0,Commune d'Oued Malha,Chefchaouen Oued Malha,0.507,direct,16.94,21.55,2.23,37.67,0.287,64.9487075805664,29.95073127746582,46.114437103271484,23.997360229492188,10.162443161010742,42.34817123413086,25.64895,0.13135942816734314,0.06174849346280098,43.21300506591797,39.19084167480469,30.398122787475586,15.755847930908203,34.511329650878906,24.422065734863285,2541.0,13639.0,commune,01.151.06.,,
01.151.07.01.,Bni Bouzra,Chefchaouen,Bni Bouzra,11510701.0,Commune de Bni Bouzra,Chefchaouen Bni Bouzra,0.526,direct,24.82,25.17,3.31,37.93,0.363,64.75022888183594,30.82033348083496,47.59880065917969,32.42998504638672,14.117911338806152,43.533512115478516,36.32903,0.16581161320209503,0.05601212754845619,44.742130279541016,41.30359649658203,37.059391021728516,13.561077117919922,27.52293586730957,25.836763381958008,2815.0,16568.0,commune,01.151.07.,,
01.151.07.03.,Bni Mansour,Chefchaouen,Bni Mansour,11511103.0,Commune de Bni Mansour,Chefchaouen Bni Mansour,0.434,direct,17.77,24.04,2.22,36.22,0.11,77.7100601196289,36.835296630859375,47.40093231201172,32.00711441040039,13.51021671295166,42.210044860839844,36.07706,0.1636234074831009,0.06300576031208038,43.23472213745117,41.94306945800781,37.84537124633789,15.021733283996582,38.67666244506836,33.65793991088867,3085.0,20811.0,commune,01.151.07.,,
01.151.07.05.,Bni Selmane,Chefchaouen,Bni Selmane,11511105.0,Commune de Bni Selmane,Chefchaouen Bni Selmane,0.433,direct,28.94,27.26,3.88,37.34,0.142,68.43477630615234,32.62238693237305,47.6693115234375,20.60948944091797,8.357306480407715,40.5507698059082,24.144199999999998,0.118571437895298,0.061419010162353516,41.79077911376953,40.95057678222656,28.372631072998047,14.998326301574707,38.40690612792969,29.829425811767578,3605.0,24217.0,commune,01.151.07.,,
01.151.07.07.,Steha,Chefchaouen,Steha,11510707.0,Commune de Steha,Chefchaouen Steha,0.521,direct,16.94,22.07,2.14,39.21,0.278,69.35226440429688,32.70920181274414,47.16386032104492,20.88689422607422,8.680107116699219,41.55766677856445,23.70804,0.10598261654376984,0.052414003759622574,43.08819580078125,40.39247131347656,24.596670150756836,12.976181030273438,33.69855880737305,21.688692092895508,2164.0,12034.0,commune,01.151.07.,,
01.151.07.09.,Talambote,Chefchaouen,Talambote,11510709.0,Commune de Talambote,Chefchaouen Talambote,0.453,direct,20.13,23.64,2.6,36.86,0.375,67.70137786865234,30.99873924255371,45.78745651245117,22.5327205657959,9.282841682434082,41.19716262817383,28.935280000000002,0.14174166321754456,0.02904103510081768,41.87081527709961,40.42512130737305,33.85213851928711,7.183907985687256,33.35691452026367,33.82059097290039,1399.0,8481.0,commune,01.151.07.,,
01.151.07.11.,Tassift,Chefchaouen,Tassift,11510711.0,Commune de Tassift,Chefchaouen Tassift,0.491,direct,14.21,19.74,1.83,36.72,0.259,71.64362335205078,33.97655487060547,47.42438888549805,30.924896240234375,12.91970443725586,41.77768325805664,36.24883,0.16328638792037964,0.07928140461444855,44.0717658996582,41.429771423339844,37.050113677978516,19.136337280273438,22.789623260498047,21.418254852294922,1213.0,7363.0,commune,01.151.07.,,
