page,region,label,taux_pauvrete,vulnerabilite,severite,inegalite,idh,ids
58,FES-BOULEMANE,Boulemane Skoura M'Daz,30.45,21.59,4.6,39.36,0.552,0.633
58,FES-BOULEMANE,Sefrou Ribate El Kheir (M),30.06,24.42,3.83,37.29,0.56,
58,FES-BOULEMANE,Boulemane Oulad Ali Youssef,29.16,24.66,3.75,37.73,0.416,0.263
58,FES-BOULEMANE,Boulemane Talzemt,29.02,25.68,3.35,33.43,0.448,0.36
58,FES-BOULEMANE,Sefrou Bir Tam Tam,27.63,22.84,3.77,37.33,0.51,0.677
58,FES-BOULEMANE,Boulemane Fritissa,27.39,22.66,3.76,37.67,0.475,0.429
58,FES-BOULEMANE,Boulemane Ait El Mane,27.36,22.69,3.69,36.85,0.529,0.297
58,FES-BOULEMANE,Boulemane Serghina,26.32,22.28,3.55,37.57,0.543,0.529
58,FES-BOULEMANE,Sefrou Azzaba,25.74,21.6,3.62,35.52,0.605,0.866
58,FES-BOULEMANE,Moulay Yacoub Mikkes,25.37,24.65,2.94,34.93,0.485,0.717
58,FES-BOULEMANE,Moulay Yacoub Sebt Loudaya,22.44,22.04,2.67,37.45,0.484,0.647
58,FES-BOULEMANE,Sefrou Ahl Sidi Lahcen,22.24,22.54,2.62,36.46,0.547,0.454
58,FES-BOULEMANE,Boulemane Ksabi Moulouya,22.03,21.16,2.7,37.26,0.562,0.452
58,FES-BOULEMANE,Sefrou Laanoussar,21.29,22.44,2.31,35.9,0.518,0.294
58,FES-BOULEMANE,Boulemane Outat El Haj (M),20.92,22.97,2.29,36.3,0.629,
58,FES-BOULEMANE,Boulemane Sidi Boutayeb,20.86,20.54,2.6,36.0,0.56,0.673
58,FES-BOULEMANE,Boulemane Ouizeght,20.79,20.98,2.49,36.47,0.46,0.376
58,FES-BOULEMANE,Sefrou Tazouta,20.79,21.51,2.42,36.21,0.484,0.443
58,FES-BOULEMANE,Sefrou Kandar Sidi Khiar,20.73,22.72,2.32,35.05,0.486,0.516
58,FES-BOULEMANE,Moulay Yacoub Oulad Mimoun,20.59,22.77,2.35,34.8,0.461,0.324
58,FES-BOULEMANE,Moulay Yacoub Ain Bou Ali,20.58,23.21,2.25,34.58,0.515,0.267
58,FES-BOULEMANE,Sefrou Oulad Mkoudou,18.9,20.89,2.13,36.8,0.614,0.617
58,FES-BOULEMANE,Boulemane Guigou (AC),17.95,21.71,1.77,36.63,0.642,
58,FES-BOULEMANE,Sefrou Ighzrane,17.94,20.57,1.93,36.94,0.514,0.38
58,FES-BOULEMANE,Fès Ouled Tayeb Centre (AC),17.76,24.23,1.6,32.98,0.623,
58,FES-BOULEMANE,Moulay Yacoub Sebaa Rouadi,17.66,21.06,1.9,35.06,0.571,0.705
58,FES-BOULEMANE,Fès Sidi Harazem,17.36,20.91,1.84,34.04,0.559,0.916
58,FES-BOULEMANE,Moulay Yacoub Ain Chkef,17.06,20.28,1.89,35.5,0.565,0.753
58,FES-BOULEMANE,Sefrou Aghbalou Aqorar,16.58,19.7,1.82,36.51,0.582,0.611
58,FES-BOULEMANE,Fès Skhinate (AC),16.41,22.73,1.67,33.03,0.572,
58,FES-BOULEMANE,Fès Jnan El Ouard (AR),16.02,22.64,1.48,34.25,0.609,
58,FES-BOULEMANE,Sefrou Ain Cheggag,15.93,20.12,1.68,35.5,0.513,0.782
59,FES-BOULEMANE,Vulné- de la Fès Zouagha (AR),15.4,21.68,1.41,37.23,0.632,
59,FES-BOULEMANE,Sefrou Zaouiat Bougrine (AC),15.25,21.28,1.45,34.57,0.634,
59,FES-BOULEMANE,Boulemane Imouzzer Marmoucha(M),15.05,19.48,1.65,37.13,0.607,
59,FES-BOULEMANE,Sefrou Ain Cheggag (AC),14.79,20.99,1.32,36.09,0.679,
59,FES-BOULEMANE,Sefrou Ras Tabouda,14.47,18.12,1.56,35.72,0.632,0.815
59,FES-BOULEMANE,Sefrou Adrej,14.2,16.4,1.79,37.42,0.509,0.44
59,FES-BOULEMANE,Sefrou Mtarnagha,13.86,18.23,1.48,35.38,0.577,0.464
59,FES-BOULEMANE,Boulemane El Orjane,13.74,18.47,1.42,35.07,0.483,0.301
59,FES-BOULEMANE,Sefrou Imouzzer Kandar (M),13.47,18.84,1.27,38.76,0.631,
59,FES-BOULEMANE,Boulemane Missour (M),13.26,16.63,1.33,39.8,0.663,
59,FES-BOULEMANE,Boulemane Boulemane (M),13.22,16.99,1.34,38.14,0.656,
59,FES-BOULEMANE,Moulay Yacoub Ain Kansra,13.09,18.55,1.29,35.04,0.549,0.646
59,FES-BOULEMANE,Sefrou El Menzel (M),12.86,18.81,1.19,36.52,0.674,
59,FES-BOULEMANE,Sefrou Sidi Youssef Ben Ahmed,11.38,16.88,1.12,34.94,0.582,0.636
59,FES-BOULEMANE,Fès Oulad Tayeb,11.06,16.9,1.04,34.43,0.608,0.727
59,FES-BOULEMANE,Fès El Mariniyine (AR),10.69,17.59,0.93,37.53,0.648,
59,FES-BOULEMANE,Sefrou Dar El Hamra,10.51,16.09,1.02,36.67,0.591,0.409
59,FES-BOULEMANE,Boulemane Ermila,10.43,15.22,1.01,35.29,0.579,0.682
59,FES-BOULEMANE,Sefrou Tafajight,10.1,16.98,0.85,30.99,0.504,0.315
59,FES-BOULEMANE,Fès Méchouar Fès Jdid (M),8.23,15.54,0.66,34.57,0.684,
59,FES-BOULEMANE,Fès Fès-Médina (AR),8.02,15.29,0.65,35.76,0.673,
59,FES-BOULEMANE,Fès Saiss (AR),7.76,14.13,0.64,39.88,0.7,
59,FES-BOULEMANE,Sefrou Sefrou (M),7.32,13.56,0.62,37.94,0.68,
59,FES-BOULEMANE,Fès Ain Bida,6.83,13.23,0.58,33.6,0.625,0.76
59,FES-BOULEMANE,Moulay Yacoub Moulay Yacoub (M),5.36,11.76,0.38,32.84,0.65,
59,FES-BOULEMANE,Sefrou Bhalil (M),4.2,10.03,0.3,35.34,0.695,
59,FES-BOULEMANE,Fès Agdal (AR),3.58,7.45,0.28,39.98,0.749,
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Maghraoua,42.24,22.94,7.31,42.9,0.46,0.206
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Bouyablane,40.96,25.44,6.44,37.44,0.37,0.128
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Tainaste (AC),38.99,23.62,6.64,41.1,0.591,
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Rbaa El Fouki,34.87,24.09,5.57,39.91,0.482,0.088
60,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Imrabten,34.32,22.73,5.46,43.11,0.523,0.336
60,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Gmil Maksouline,33.35,23.35,5.56,42.03,0.471,0.147
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Lamrija,32.96,22.2,5.52,42.49,0.542,0.431
60,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Rouadi,32.49,21.75,5.33,44.4,0.568,0.325
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Mazguitam,30.03,21.78,4.73,43.04,0.508,0.364
60,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Sidi Bouzineb,29.73,24.09,4.39,39.65,0.494,0.051
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Kaf El Ghar,29.08,23.17,4.45,41.95,0.522,0.049
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Brarha,28.55,24.38,4.12,39.14,0.487,0.019
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Barkine,26.38,25.92,3.66,42.17,0.415,0.152
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Ait Saghrouchen,25.62,22.53,3.8,41.27,0.554,0.285
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Galdamane,24.82,20.4,3.77,48.03,0.549,0.373
60,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Zaouiat Sidi Abdelkader,24.64,21.57,3.67,41.06,0.496,0.215
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Tainaste,23.62,22.12,3.47,39.62,0.526,0.215
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Gzenaya Al Janoubia,23.42,20.53,3.4,43.28,0.53,0.25
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Bab Marzouka,23.0,20.25,3.49,42.59,0.542,0.318
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Tazarine,22.63,21.68,3.31,41.13,0.574,0.174
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Bni Lent,22.63,20.35,3.42,41.96,0.52,0.306
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Assebbab,22.16,22.34,3.13,39.67,0.492,0.325
60,TAZA-AL HOCEIMA-TAOUNATE,Taounate Mkansa,22.01,22.37,3.05,42.46,0.484,0.496
60,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Ait Kamra,21.91,20.42,3.2,41.91,0.52,0.493
60,TAZA-AL HOCEIMA-TAOUNATE,Taounate Timezgana,21.81,18.29,3.48,47.22,0.567,0.239
60,TAZA-AL HOCEIMA-TAOUNATE,Taounate Karia Ba Mohamed (M),21.8,18.48,3.21,44.14,0.642,
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Jbarna,21.53,19.46,3.18,42.88,0.531,0.446
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Ras Laksar,21.41,22.22,2.94,39.54,0.49,0.069
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Saka,20.95,21.89,2.86,42.54,0.511,0.305
60,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Gmil,20.93,20.27,3.18,42.74,0.566,0.2
60,TAZA-AL HOCEIMA-TAOUNATE,Taounate Ain Maatouf,20.6,20.74,2.91,41.89,0.536,0.342
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Zrarda,20.58,21.44,2.95,41.14,0.573,0.286
60,TAZA-AL HOCEIMA-TAOUNATE,Taounate Oued Jemaa,20.57,21.56,2.78,41.04,0.506,0.24
60,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Louta,20.46,19.39,3.0,42.96,0.511,0.453
60,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Ammart,19.96,19.62,2.93,44.56,0.57,0.237
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Ghiata Al Gharbia,19.74,18.91,2.81,41.94,0.534,0.359
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Bab Boudir,19.6,20.39,2.7,41.16,0.446,0.308
60,TAZA-AL HOCEIMA-TAOUNATE,Taounate Oulad Ayyad,19.1,19.6,2.8,41.1,0.608,0.705
60,TAZA-AL HOCEIMA-TAOUNATE,Taza Oulad Zbair,18.84,20.5,2.6,40.3,0.522,0.306
60,TAZA-AL HOCEIMA-TAOUNATE,Taza El Gouzate,18.72,20.4,2.58,41.77,0.53,0.292
60,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Hadifa,18.42,17.35,2.73,42.37,0.6,0.396
60,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Senada,18.18,17.83,2.72,43.05,0.538,0.351
61,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Chakrane,18.16,19.65,2.54,40.91,0.461,0.05
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Oulad Daoud,18.05,20.44,2.43,41.64,0.527,0.269
61,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Boufrah,18.01,17.92,2.64,44.29,0.573,0.498
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Ghouazi,17.83,19.79,2.35,41.16,0.51,0.296
61,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Abdallah,17.81,19.17,2.42,42.73,0.518,0.229
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Outabouabane,17.77,20.83,2.39,39.81,0.55,0.358
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Sidi El Abed,17.64,20.69,2.37,39.19,0.498,0.396
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Bourd,17.62,17.43,2.59,43.26,0.52,0.359
61,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Nekkour,17.56,17.82,2.54,44.47,0.576,0.348
61,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Bounsar,17.39,17.34,2.66,42.97,0.537,0.356
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Sidi M'Hamed Ben Lahcen,17.38,20.97,2.28,39.47,0.506,0.291
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Bni Frassen,17.36,19.76,2.41,41.31,0.551,0.242
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Bouchabel,17.1,21.44,2.24,38.65,0.468,0.328
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Bni Snous,16.93,19.6,2.22,39.53,0.546,0.448
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Msila,16.73,17.81,2.33,45.15,0.588,0.303
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Loulja,16.63,21.86,2.14,38.14,0.468,0.263
61,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Sidi Boutmim,16.5,15.89,2.44,44.97,0.566,0.38
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Ain Legdah,16.28,19.59,2.15,39.66,0.536,0.518
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Taddart,16.07,17.89,2.2,41.37,0.542,0.396
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Moulay Abdelkrim,15.95,19.26,2.11,39.82,0.554,0.229
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Ourtzagh,15.93,16.29,2.3,45.1,0.616,0.286
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Kissane,15.78,17.07,2.25,42.94,0.546,0.41
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Ain Mediouna,15.77,16.52,2.27,43.4,0.616,0.648
61,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Ait Youssef Ou Ali,15.76,16.42,2.36,42.2,0.622,0.575
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Houara Oulad Raho,15.69,17.27,2.14,42.63,0.585,0.545
61,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Zarkt,15.63,17.82,2.16,41.42,0.554,0.287
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Tamedit,15.52,17.58,2.18,42.16,0.543,0.213
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Galaz,15.45,17.48,2.12,42.58,0.521,0.241
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Tafrant,15.3,18.25,2.03,42.68,0.571,0.207
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Bouarouss,14.92,19.75,1.93,38.71,0.469,0.054
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate El Bsabsa,14.87,18.35,1.94,40.06,0.48,0.372
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Ras El Oued,14.78,17.99,1.97,40.21,0.517,0.251
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Oulad Chrif,14.78,18.76,1.93,39.31,0.47,0.147
61,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Taghzout,14.76,17.4,2.07,38.97,0.547,0.453
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Traiba,14.72,18.01,2.03,41.2,0.585,0.225
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Tissa (M),14.71,14.83,1.89,43.67,0.659,
61,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Moulay Ahmed Cherif,14.63,16.3,2.15,41.91,0.564,0.349
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Ajdir,14.34,15.0,2.07,43.77,0.589,0.386
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Meknassa Acharqia,14.3,17.52,1.98,41.79,0.537,0.211
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Tizi Ouasli,14.27,16.19,1.9,43.64,0.528,0.294
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Bni Ftah,14.27,16.74,1.93,41.35,0.574,0.31
61,TAZA-AL HOCEIMA-TAOUNATE,Taza Taifa,14.04,17.81,1.82,40.11,0.541,0.201
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Fennassa Bab El Hit,13.84,16.64,1.93,41.78,0.531,0.215
61,TAZA-AL HOCEIMA-TAOUNATE,Taounate Sidi Mokhfi,13.82,16.29,1.86,42.35,0.507,0.288
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Bouchfaa,13.8,16.42,1.83,40.38,0.567,0.723
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Bouchibet,13.79,16.84,1.89,40.87,0.496,0.319
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Ain Aicha,13.75,17.19,1.81,44.03,0.567,0.364
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Jbabra,13.03,18.0,1.7,38.74,0.486,0.149
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Messassa,12.88,16.94,1.66,39.13,0.515,0.315
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Smià,12.87,15.66,1.7,42.49,0.624,0.392
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Bni Ounjel Tafraout,12.52,15.07,1.68,42.78,0.559,0.246
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Sidi Yahya Bni Zeroual,12.51,15.78,1.65,41.53,0.534,0.385
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Bouhouda,12.08,14.73,1.63,43.57,0.551,0.287
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Tifarouine,12.08,14.54,1.69,42.59,0.528,0.121
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Arbaa Taourirt,11.8,14.97,1.54,42.44,0.501,0.208
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Oulad Bourima,11.59,14.65,1.52,38.33,0.488,0.151
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Ahmed Imoukzan,11.51,14.58,1.58,41.25,0.525,0.277
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Taounate (M),11.38,13.05,1.39,43.98,0.695,
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Moulay Bouchta,11.13,15.37,1.43,41.98,0.514,0.328
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Issaguen (AC),11.12,11.35,1.47,45.26,0.664,
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Sidi Ali Bourakba,10.44,12.53,1.41,43.14,0.57,0.42
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Matmata (AC),10.28,16.45,1.06,39.78,0.682,
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate El Bibane,10.2,13.02,1.41,43.29,0.601,0.659
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Bouadel,9.89,12.82,1.35,41.7,0.64,0.639
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Bni Oulid,9.7,11.87,1.32,44.1,0.617,0.396
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Meknassa Al Gharbia,9.68,12.81,1.27,41.55,0.565,0.391
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Bouhlou,9.52,12.05,1.27,42.33,0.596,0.605
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Thar Es-souk (M),9.48,14.52,0.85,42.98,0.693,
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Tabouda,9.32,13.06,1.22,41.43,0.528,0.174
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Matmata,9.3,12.31,1.21,40.34,0.61,0.759
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Sidi Haj M'hamed,9.29,12.35,1.21,41.02,0.529,0.202
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Zrarda (AC),9.28,15.36,0.97,36.39,0.666,
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Rghioua,9.22,12.19,1.2,40.82,0.607,0.474
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Issaguen,8.97,11.71,1.18,41.17,0.551,0.334
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Izemmouren,8.79,10.89,1.15,41.79,0.544,0.662
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Oudka,8.61,11.45,1.14,42.0,0.545,0.24
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Mezraoua,8.51,12.08,1.1,39.56,0.552,0.506
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Bchir,8.18,11.09,1.04,41.13,0.519,0.132
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Abdelghaya Souahel,7.11,9.91,0.9,41.41,0.576,0.326
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Tahla (M),6.6,12.41,0.6,37.57,0.69,
62,TAZA-AL HOCEIMA-TAOUNATE,Taounate Ratba,6.56,8.85,0.84,43.48,0.556,0.303
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Guercif (M),6.45,10.19,0.63,41.03,0.665,
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Tamsaout,6.42,9.36,0.79,40.12,0.5,0.258
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Ketama,6.3,8.56,0.78,42.02,0.61,0.333
62,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Ajdir (AC),6.29,12.0,0.58,36.72,0.691,
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Oulad Zbair (AC),5.87,10.34,0.55,40.92,0.705,
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Oued Amlil (M),5.8,10.47,0.51,41.67,0.715,
62,TAZA-AL HOCEIMA-TAOUNATE,Taza Taza (M),5.41,9.3,0.51,41.13,0.719,
63,TAZA-AL HOCEIMA-TAOUNATE,Taounate Ghafsai (M),5.38,8.72,0.52,39.74,0.707,
63,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Bouayach (M),5.27,7.91,0.53,43.77,0.708,
63,TAZA-AL HOCEIMA-TAOUNATE,Taounate Khlalfa,5.21,7.82,0.62,40.41,0.62,0.403
63,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Imzouren (M),4.66,7.61,0.44,40.73,0.68,
63,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Al Hoceima (M),4.61,7.62,0.44,43.46,0.737,
63,TAZA-AL HOCEIMA-TAOUNATE,Taounate Zrizer,4.59,6.73,0.54,41.03,0.658,0.378
63,TAZA-AL HOCEIMA-TAOUNATE,Taza Aknoul (M),3.37,6.33,0.3,37.58,0.665,
63,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Targuist (M),3.16,5.73,0.25,39.97,0.69,
63,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Bni Hadifa (AC),2.85,4.78,0.21,41.95,0.719,
63,TAZA-AL HOCEIMA-TAOUNATE,Al Hoceima Tamassint (AC),2.2,5.39,0.2,33.73,0.676,
63,TAZA-AL HOCEIMA-TAOUNATE,Taza Ajdir (AC),2.02,4.72,0.15,40.4,0.665,
63,TAZA-AL HOCEIMA-TAOUNATE,Taza Tizi Ouasli (AC),1.45,4.15,0.09,36.47,0.71,
64,TANGER – TETOUAN,Tetouan Bni Idder,55.42,14.42,15.28,48.57,0.438,0.154
64,TANGER – TETOUAN,Tetouan Bni Leit,32.52,24.14,5.03,38.67,0.455,0.284
64,TANGER – TETOUAN,Tanger-Assilah Azzinate,31.79,24.74,4.42,37.93,0.537,0.319
64,TANGER – TETOUAN,Fahs-Anjra Jouamaa,29.62,25.61,4.06,37.02,0.544,0.386
64,TANGER – TETOUAN,Chefchaouen Bni Selmane,28.94,27.26,3.88,37.34,0.433,0.142
64,TANGER – TETOUAN,Chefchaouen M'tioua,28.37,27.16,3.76,37.5,0.432,0.135
64,TANGER – TETOUAN,Tetouan Bni Harchen,28.26,26.36,3.8,37.99,0.445,0.156
64,TANGER – TETOUAN,Tetouan Dar Bni Karrich,27.84,22.04,4.33,40.6,0.587,0.609
64,TANGER – TETOUAN,Tetouan Zinat,27.17,25.56,3.6,36.71,0.453,0.387
64,TANGER – TETOUAN,Tetouan Bghaghza,25.48,25.19,3.44,39.99,0.457,0.113
64,TANGER – TETOUAN,Larache Tazroute,25.45,23.36,3.72,38.69,0.508,0.361
64,TANGER – TETOUAN,Chefchaouen Ouaouzgane,24.85,25.39,3.41,37.81,0.491,0.124
64,TANGER – TETOUAN,Tetouan Souk Kdim,24.83,25.71,3.28,37.29,0.548,0.19
64,TANGER – TETOUAN,Chefchaouen Bni Bouzra,24.82,25.17,3.31,37.93,0.526,0.363
64,TANGER – TETOUAN,Chefchaouen Tizgane,24.09,23.83,3.27,39.99,0.536,0.386
64,TANGER – TETOUAN,Chefchaouen Bni Rzine,24.02,24.52,3.32,40.24,0.53,0.248
64,TANGER – TETOUAN,Larache Zouada,23.48,25.58,3.18,36.67,0.524,0.404
64,TANGER – TETOUAN,Tanger-Assilah Al Manzla,23.1,23.64,3.15,36.25,0.508,0.4
64,TANGER – TETOUAN,Chefchaouen Amtar,23.01,25.03,3.04,36.97,0.47,0.166
64,TANGER – TETOUAN,Chefchaouen Asjen,22.81,24.69,2.98,44.24,0.511,0.198
64,TANGER – TETOUAN,Tetouan Zaitoune,22.16,22.95,2.98,39.02,0.531,0.73
64,TANGER – TETOUAN,Tetouan Oued Laou (M),20.98,20.58,2.77,39.15,0.629,
64,TANGER – TETOUAN,Larache Laouamra,20.94,23.52,2.8,39.06,0.522,0.535
64,TANGER – TETOUAN,Tetouan Jbel Lahbib,20.73,23.57,2.67,38.92,0.55,0.415
64,TANGER – TETOUAN,Larache Bni Garfett,20.72,22.73,2.74,40.58,0.535,0.371
64,TANGER – TETOUAN,Chefchaouen Laghdir,20.64,22.55,2.86,38.43,0.546,0.199
64,TANGER – TETOUAN,Chefchaouen Fifi,20.62,22.33,2.85,39.56,0.551,0.191
64,TANGER – TETOUAN,Fahs-Anjra Al Bahraoyine,20.4,21.87,2.85,39.64,0.523,0.643
64,TANGER – TETOUAN,Larache Ksar Bjir,20.25,24.46,2.65,36.04,0.524,0.557
64,TANGER – TETOUAN,Chefchaouen Talambote,20.13,23.64,2.6,36.86,0.453,0.375
64,TANGER – TETOUAN,Tetouan Ain Lahsan,20.0,21.94,2.78,38.78,0.526,0.358
64,TANGER – TETOUAN,Tetouan Oulad Ali Mansour,19.78,24.14,2.43,34.26,0.403,0.149
64,TANGER – TETOUAN,Larache Rissana Janoubia,19.63,26.09,2.37,34.5,0.457,0.407
64,TANGER – TETOUAN,Larache Sahel,19.57,22.49,2.61,37.0,0.505,0.381
64,TANGER – TETOUAN,Chefchaouen Bni Smih,19.55,24.13,2.53,36.67,0.488,0.146
64,TANGER – TETOUAN,Larache Souaken,19.53,25.24,2.46,35.12,0.475,0.403
64,TANGER – TETOUAN,Chefchaouen Tanaqoub,19.21,21.61,2.7,39.0,0.546,0.48
64,TANGER – TETOUAN,Tanger-Assilah Aquouass Briech,19.1,22.19,2.6,37.84,0.587,0.65
64,TANGER – TETOUAN,Fahs-Anjra Ksar Sghir,19.01,21.43,2.57,39.4,0.545,0.547
64,TANGER – TETOUAN,Larache Ayacha,18.62,22.34,2.45,37.7,0.536,0.28
64,TANGER – TETOUAN,Fahs-Anjra Anjra,18.25,21.76,2.38,38.86,0.561,0.298
64,TANGER – TETOUAN,Chefchaouen Bni Salah,18.25,21.85,2.47,37.79,0.434,0.376
64,TANGER – TETOUAN,Larache Souk L'Qolla,18.14,21.81,2.4,37.58,0.514,0.286
64,TANGER – TETOUAN,Tetouan Sahtryine,18.02,22.96,2.28,36.85,0.433,0.185
