unit,name14,prov14,lon,lat,pt_src,source_id,feature,source_name,match
04.481.03.09.,Moulay Abdelkader,Sidi Kacem,-5.77379,34.58706,geonames,11911834,ADM4,Moulay Abdelkader,exact
04.481.03.13.,Sidi Ahmed Benaissa,Sidi Kacem,-5.82822,34.71822,geonames,6546915,ADM3,Sidi Ahmed Benaissa,exact
04.481.03.15.,Sidi Ameur Al Hadi,Sidi Kacem,-5.83035,34.75848,geonames,11911835,ADM4,Sidi Ameur Al Hadi,exact
04.481.03.17.,Sidi Azzouz,Sidi Kacem,-5.75162,34.5411,geonames,6545915,ADM3,Sidi Azzouz,exact
04.481.05.01.,Al Haouafate,Sidi Kacem,-5.97113,34.46753,geonames,11911845,ADM4,Al Haouafate,exact
04.481.05.07.,Nouirate,Sidi Kacem,-5.93395,34.59121,geonames,11911843,ADM4,Nouirate,exact
04.481.05.09.,Sefsaf,Sidi Kacem,-6.0127,34.55473,geonames,6546428,ADM3,Sefsaf,exact
04.481.07.05.,Khnichet,Sidi Kacem,-5.65439,34.42832,geonames,6545529,ADM3,Khnichet,exact
04.481.07.07.,Lamrabih,Sidi Kacem,-5.44449,34.47585,geonames,6545530,ADM3,Lamrabih,exact
04.481.07.11.,Oulad Nouel,Sidi Kacem,-5.701,34.49193,geonames,11911838,ADM4,Oulad Nouel,exact
04.481.07.19.,Sidi M'Hamed Chelh,Sidi Kacem,-5.77872,34.47415,geonames,6545916,ADM3,Sidi M Hamed Chelh,exact
04.481.07.21.,Taoughilt,Sidi Kacem,-5.50583,34.41481,geonames,6545917,ADM3,Taoughilt,exact
04.481.09.01.,Bab Tiouka,Sidi Kacem,-5.62681,34.21395,geonames,6546430,ADM3,Bab Tiouka,exact
04.481.09.03.,Bir Taleb,Sidi Kacem,-5.65578,34.33659,geonames,6546129,ADM3,Bir Taleb,exact
04.481.09.05.,Chbanate,Sidi Kacem,-5.7302,34.27039,geonames,6546924,ADM3,Chbanate,exact
04.481.09.07.,Selfat,Sidi Kacem,-5.47833,34.23603,geonames,6546925,ADM3,Selfat,exact
04.481.09.09.,Tekna,Sidi Kacem,-5.56075,34.34252,geonames,6545451,ADM3,Tekna,exact
04.481.09.11.,Zaggota,Sidi Kacem,-5.52435,34.21796,geonames,11911840,ADM4,Zaggota,exact
04.481.09.13.,Zirara,Sidi Kacem,-5.68992,34.24654,geonames,11911841,ADM4,Zirara,exact
04.481.11.03.,Dar Laaslouji,Sidi Kacem,-5.95605,34.38251,geonames,6546426,ADM3,Dar Laaslouji,exact
04.481.11.05.,Rmilat,Sidi Kacem,-6.13629,34.43931,geonames,6546451,ADM3,Ermilate,exact
04.481.11.11.,Sidi Al Kamel,Sidi Kacem,-6.20606,34.55523,geonames,6546429,ADM3,Sidi Al Kamel,exact
04.491.01.07.,Sidi Slimane (Mun.),Sidi Slimane,-5.92184,34.26194,geonames,6546898,ADM3,Sidi Slimane,exact
04.491.01.09.,Sidi Yahya El Gharb (Mun.),Sidi Slimane,-6.30196,34.30745,geonames,6546899,ADM3,Sidi Yahya El Gharb,exact
04.491.03.07.,Kceibya,Sidi Slimane,-6.15957,34.29354,geonames,6546187,ADM3,Kceibya,exact
04.491.03.15.,Sfafaa,Sidi Slimane,-5.99592,34.3278,geonames,11911847,ADM4,Sfafaa,exact
04.491.03.17.,Ameur Chamalia,Sidi Slimane,-6.22162,34.39055,geonames,11911852,ADM4,Ameur Chamalia,exact
04.491.05.01.,Azghar,Sidi Slimane,-5.90021,34.17415,geonames,6546186,ADM3,Azghar,exact
04.491.05.03.,Boumaiz,Sidi Slimane,-5.96684,34.30154,geonames,6546902,ADM3,Boumaiz,exact
04.491.05.05.,Dar Bel Amri,Sidi Slimane,-6.06633,34.18104,geonames,6545630,ADM3,Dar Bel Amri,exact
04.491.05.09.,M'saada,Sidi Slimane,-5.84819,34.37882,geonames,6546903,ADM3,M Saada,exact
04.491.05.11.,Ouled Ben Hammadi,Sidi Slimane,-5.82903,34.23767,geonames,6545869,ADM3,Oulad Ben Hammadi,fuzzy
04.491.05.13.,Ouled H'Cine,Sidi Slimane,-5.80321,34.41015,geonames,11911854,ADM4,Caïdat d’Ouled H’Cine,exact
04.501.01.01.,Ain El Aouda (Mun.),Skhirate- Témara,-6.79613,33.81001,geonames,6546948,ADM3,Ain El Aouda,exact
04.501.01.03.,Harhoura (Mun.),Skhirate- Témara,-6.95273,33.93675,geonames,6546138,ADM3,Harhoura,exact
04.501.01.05.,Skhirate (Mun.),Skhirate- Témara,-7.05836,33.8644,geonames,6545719,ADM3,Skhirate,exact
04.501.01.07.,Témara (Mun.),Skhirate- Témara,-6.90704,33.9278,geonames,6545720,ADM3,Temara,exact
04.501.01.09.,Ain Attig (Mun.),Skhirate- Témara,-6.96052,33.8789,geonames,6546177,ADM3,Ain Attig,exact
04.501.03.01.,El Menzeh,Skhirate- Témara,-6.85199,33.86142,geonames,6545609,ADM3,Elmenzeh,exact
04.501.03.03.,Oumazza,Skhirate- Témara,-6.78096,33.8294,geonames,6545556,ADM3,Oumazza,exact
04.501.03.11.,Sidi Yahya Zaer,Skhirate- Témara,-6.88308,33.71045,geonames,6545793,ADM3,Sidi Yahya Zaer,exact
04.501.05.03.,Mers El Kheir,Skhirate- Témara,-6.8988,33.88656,geonames,6546432,ADM3,Mers El Kheir,exact
04.501.05.05.,Sabbah,Skhirate- Témara,-7.03335,33.82012,geonames,6546320,ADM3,Sabbah,exact
05.081.01.01.,Azilal (Mun.),Azilal,-6.57567,31.95871,geonames,11881762,ADM3,Azilal,exact
05.081.01.03.,Demnate (Mun.),Azilal,-7.01216,31.73458,geonames,6546525,ADM3,Demnate,exact
05.081.03.01.,Agoudi N'Lkhair,Azilal,-6.48906,31.98695,geonames,6546526,ADM3,Agoudi N Lkhair,exact
05.081.03.03.,Ait Abbas,Azilal,-6.6134,31.74839,geonames,6546671,ADM3,Ait Abbas,exact
05.081.03.05.,Ait Bou Oulli,Azilal,-6.6266,31.59078,geonames,6546672,ADM3,Ait Bou Oulli,exact
05.081.03.07.,Ait M'Hamed,Azilal,-6.50849,31.85965,geonames,6546367,ADM3,Ait M Hamed,exact
05.081.03.09.,Tabant,Azilal,-6.49234,31.63277,geonames,11912484,ADM4,Tabant,exact
05.081.03.11.,Tamda Noumercid,Azilal,-6.61665,31.95017,geonames,6546802,ADM3,Tamda Noumercid,exact
05.081.03.13.,Zaouiat Ahansal,Azilal,-6.0932,31.84407,geonames,11912476,ADM4,Zaouiat Ahansal,exact
05.081.05.01.,Ait Taguella,Azilal,-6.73337,31.94341,geonames,6546285,ADM3,Ait Taguella,exact
05.081.05.05.,Bni Hassane,Azilal,-6.91927,32.04331,geonames,6546804,ADM3,Bni Hassane,exact
05.081.05.07.,Bzou,Azilal,-6.97663,32.12027,geonames,11912495,ADM4,Bzou,exact
05.081.05.09.,Foum Jemaa,Azilal,-6.91955,32.00149,geonames,11912494,ADM4,Foum Jemaa,exact
05.081.05.11.,Moulay Aissa Ben Driss,Azilal,-6.72012,32.10734,geonames,6546043,ADM3,Moulay Aissa Ben Dri,fuzzy
05.081.05.13.,Rfala,Azilal,-6.87591,32.14107,geonames,6546184,ADM3,Rfala,exact
05.081.05.15.,Tabia,Azilal,-6.82988,32.00416,geonames,6546806,ADM3,Tabia,exact
05.081.05.17.,Tanant,Azilal,-6.91667,31.90923,geonames,11912493,ADM4,Tanant,exact
05.081.05.19.,Taounza,Azilal,-6.62017,32.09485,geonames,6546408,ADM3,Taounza,exact
05.081.05.21.,Tisqi,Azilal,-6.8099,32.10566,geonames,6546807,ADM3,Tisqi,exact
05.081.09.03.,Ait Mazigh,Azilal,-6.34976,32.01511,geonames,6545585,ADM3,Ait Mazigh,exact
05.081.09.07.,Ait Ouqabli,Azilal,-6.02531,32.32497,geonames,6546813,ADM3,Ait Ouqabli,exact
05.081.09.09.,Anergui,Azilal,-5.94857,32.06981,geonames,6546814,ADM3,Anergui,exact
05.081.09.11.,Bin El Ouidane,Azilal,-6.46331,32.10853,geonames,6546815,ADM3,Bin El Ouidane,exact
05.081.09.13.,Isseksi,Azilal,-6.28684,32.2171,geonames,6546287,ADM3,Isseksi,exact
05.081.09.15.,Ouaouizeght,Azilal,-6.38977,32.1567,geonames,11912475,ADM4,Ouaouizeght,exact
05.081.09.17.,Tabaroucht,Azilal,-6.18621,32.13788,geonames,6546817,ADM3,Tabaroucht,exact
05.081.09.19.,Tagleft,Azilal,-6.1288,32.23079,geonames,6545781,ADM3,Tagleft,exact
05.081.09.21.,Tiffert N'Ait Hamza,Azilal,-5.94942,32.30243,geonames,6546818,ADM3,Tiffert N Ait Hamza,exact
05.081.09.23.,Tilougguite,Azilal,-6.20684,32.04184,geonames,11912474,ADM4,Tilougguite,exact
05.081.11.01.,Afourar,Azilal,-6.58692,32.19337,geonames,11881778,ADM3,Afourar,exact
05.081.11.03.,Bni Ayat,Azilal,-6.65961,32.20397,geonames,11912485,ADM4,Bni Ayat,exact
05.081.11.05.,Ait Ouaarda,Azilal,-6.52869,32.14429,geonames,6546812,ADM3,Ait Ouaarda,exact
05.081.11.25.,Timoulilt,Azilal,-6.4659,32.21639,geonames,6545817,ADM3,Timoulilt,exact
05.081.13.05.,Ait Oumdis,Azilal,-7.07032,31.48312,geonames,6545540,ADM3,Ait Oumdis,exact
05.081.13.07.,Ait Tamlil,Azilal,-6.86543,31.49534,geonames,6546674,ADM3,Ait Tamlil,exact
05.081.13.09.,Anzou,Azilal,-7.24309,31.686,geonames,6545511,ADM3,Anzou,exact
05.081.13.17.,Sidi Yacoub,Azilal,-7.11657,31.65361,geonames,6546409,ADM3,Sidi Yacoub,exact
05.081.13.19.,Tidili Fetouaka,Azilal,-7.14965,31.71492,geonames,6546810,ADM3,Tidili Fetouaka,exact
05.081.15.01.,Ait Blal,Azilal,-6.70048,31.68533,geonames,6546396,ADM3,Ait Blal,exact
05.081.15.03.,Ait Majden,Azilal,-6.91424,31.81771,geonames,6546808,ADM3,Ait Majden,exact
05.081.15.11.,Imlil,Azilal,-7.01078,31.76727,geonames,6545801,ADM3,Imlil,exact
05.081.15.13.,Ouaoula,Azilal,-6.78209,31.80753,geonames,6546809,ADM3,Ouaoula,exact
05.081.15.15.,Sidi Boulkhalf,Azilal,-6.83302,31.68031,geonames,6545813,ADM3,Sidi Boulkhalf,exact
05.081.15.21.,Tifni,Azilal,-6.94076,31.6446,geonames,6545814,ADM3,Tifni,exact
05.091.01.01.,Béni Mellal (Mun.),Béni Mellal,-6.36062,32.34268,geonames,6546819,ADM3,Beni Mellal,exact
05.091.01.03.,El Ksiba (Mun.),Béni Mellal,-6.03273,32.56397,geonames,11881765,ADM3,El Ksiba,exact
05.091.01.07.,Kasba Tadla (Mun.),Béni Mellal,-6.265,32.59609,geonames,6546821,ADM3,Kasba Tadla,exact
05.091.01.13.,Zaouiat Cheikh (Mun.),Béni Mellal,-5.91576,32.64534,geonames,6545818,ADM3,Zaouiat Cheikh,exact
05.091.03.01.,Foum Oudi,Béni Mellal,-6.427,32.278,geonames,6546822,ADM3,Foum Oudi,exact
05.091.03.03.,Ouled Gnaou,Béni Mellal,-6.53435,32.33567,geonames,6546288,ADM3,Oulad Gnaou,fuzzy
05.091.03.05.,Ouled M'Barek,Béni Mellal,-6.44642,32.28356,geonames,11911911,ADM4,Caïdat d’Ouled M’Barek,exact
05.091.03.07.,Ouled Yaich,Béni Mellal,-6.33557,32.43184,geonames,11911908,ADM4,Ouled Yaich,exact
05.091.03.09.,Sidi Jaber,Béni Mellal,-6.42826,32.36726,geonames,11911910,ADM4,Sidi Jaber,exact
05.091.03.11.,Foum El Anceur,Béni Mellal,-6.226,32.3538,geonames,6546829,ADM3,Foum El Anceur,exact
05.091.05.01.,Aghbala,Béni Mellal,-5.72239,32.37448,geonames,11881774,ADM3,Aghbala,exact
05.091.05.05.,Boutferda,Béni Mellal,-5.77032,32.26025,geonames,6545541,ADM3,Boutferda,exact
05.091.05.17.,Tizi N'Isly,Béni Mellal,-5.78474,32.48602,geonames,6545807,ADM3,Tizi N Isly,exact
05.091.07.03.,Ait Oum El Bekht,Béni Mellal,-5.92757,32.65922,geonames,6545573,ADM3,Ait Oum El Bekht,exact
05.091.07.07.,Dir El Ksiba,Béni Mellal,-6.03717,32.57616,geonames,6546052,ADM3,Dir El Ksiba,exact
05.091.07.11.,Naour,Béni Mellal,-5.9495,32.47411,geonames,6546413,ADM3,Naour,exact
05.091.07.13.,Taghzirt,Béni Mellal,-6.15003,32.41734,geonames,6546830,ADM3,Taghzirt,exact
05.091.07.15.,Tanougha,Béni Mellal,-6.08954,32.4431,geonames,6545819,ADM3,Tanougha,exact
05.091.11.01.,Guettaya,Béni Mellal,-6.28,32.565,geonames,6546834,ADM3,Guettaya,exact
05.091.11.05.,Ouled Said L'Oued,Béni Mellal,-6.46136,32.59935,geonames,11911901,ADM4,Caïdat d’Ouled Said L’Oued,exact
05.091.11.07.,Semguet,Béni Mellal,-6.18188,32.64782,geonames,6545418,ADM3,Semguet,exact
05.255.01.05.,Fquih Ben Salah (Mun.),Fquih Ben Salah,-6.68858,32.50705,geonames,6546410,ADM3,Fquih Ben Salah,exact
05.255.01.09.,Ouled Ayad (Mun.),Fquih Ben Salah,-6.80275,32.20209,geonames,11881763,ADM3,Ouled Ayad,exact
05.255.01.11.,Souk Sebt Ouled Nemma (Mun.),Fquih Ben Salah,-6.7092,32.29541,geonames,11881764,ADM3,Souk Sebt Ouled Nemma,exact
05.255.05.09.,Ouled Zmam,Fquih Ben Salah,-6.73631,32.3903,geonames,11911980,ADM4,Ouled Zmam,exact
05.255.05.11.,Sidi Aissa Ben Ali,Fquih Ben Salah,-6.64399,32.35165,geonames,6546828,ADM3,Sidi Aissa Ben Ali,exact
05.255.05.13.,Sidi Hammadi,Fquih Ben Salah,-6.57094,32.27536,geonames,6546118,ADM3,Sidi Hammadi,exact
05.255.09.03.,Bni Chegdale,Fquih Ben Salah,-6.93101,32.44667,geonames,6546832,ADM3,Bni Chegdale,exact
05.255.09.05.,Bni Oukil,Fquih Ben Salah,-6.8846,32.53405,geonames,11911976,ADM4,Bni Oukil,exact
05.255.09.07.,Bradia,Fquih Ben Salah,-6.56474,32.48143,geonames,11911979,ADM4,Bradia,exact
05.255.09.09.,Hel Merbaa,Fquih Ben Salah,-6.60868,32.43699,geonames,6546833,ADM3,Hel Merbaa,exact
05.255.09.11.,Krifate,Fquih Ben Salah,-6.70757,32.55942,geonames,6546119,ADM3,Krifate,exact
05.255.11.01.,Dar Ould Zidouh,Fquih Ben Salah,-6.89062,32.33968,geonames,11911981,ADM4,Dar Ould Zidouh,exact
05.255.11.03.,Had Boumoussa,Fquih Ben Salah,-6.97902,32.27743,geonames,6546412,ADM3,Had Boumoussa,exact
05.255.11.07.,Ouled Nacer,Fquih Ben Salah,-6.77105,32.25947,geonames,11911983,ADM4,Ouled Nacer,exact
05.301.01.01.,Khenifra (Mun.),Khénifra,-5.66629,32.93207,geonames,6546573,ADM3,Khenifra,exact
05.301.01.05.,M'Rirt (Mun.),Khénifra,-5.56338,33.16537,geonames,6546574,ADM3,M'Rirt,exact
05.301.03.01.,Ait Ishaq,Khénifra,-5.78594,32.73374,geonames,11911963,ADM4,Ait Ishaq,exact
05.301.03.03.,Ait Saadelli,Khénifra,-5.3632,32.66468,geonames,6546575,ADM3,Ait Saadelli,exact
05.301.03.05.,El Kbab,Khénifra,-5.57705,32.69959,geonames,11881772,ADM3,El Kbab,exact
05.301.03.07.,Kerrouchen,Khénifra,-5.34194,32.79063,geonames,6546236,ADM3,Kerrouchen,exact
05.301.03.09.,Ouaoumana,Khénifra,-5.81979,32.69082,geonames,6546093,ADM3,Ouaoumana,exact
05.301.03.11.,Sidi Yahya Ou Saad,Khénifra,-5.63054,32.61644,geonames,6546577,ADM3,Sidi Yahya Ou Saad,exact
05.301.03.13.,Tighassaline,Khénifra,-5.5544,32.65601,geonames,6546324,ADM3,Tighassaline,exact
05.301.05.01.,Aguelmam Azegza,Khénifra,-5.42801,32.93673,geonames,6545484,ADM3,Aguelmam Azegza,exact
05.301.05.05.,El Borj,Khénifra,-5.60133,33.03439,geonames,6546959,ADM3,Elborj,exact
05.301.05.11.,Lehri,Khénifra,-5.58515,32.83497,geonames,6546014,ADM3,Lehri,exact
05.301.05.13.,Moha Ou Hammou Zayani,Khénifra,-5.65724,32.99322,geonames,11911959,ADM4,Moha Ou Hammou Zayani,exact
05.301.05.21.,Sidi Amar,Khénifra,-5.8002,32.9244,geonames,6546327,ADM3,Sidi Amar,exact
05.301.05.25.,Sidi Lamine,Khénifra,-5.98048,32.88321,geonames,6545730,ADM3,Sidi Lamine,exact
05.301.07.03.,Aguelmous,Khénifra,-5.8366,33.13242,geonames,6546325,ADM3,Aguelmous,exact
05.301.07.07.,El Hammam,Khénifra,-5.55618,33.20391,geonames,11911956,ADM4,El Hammam,exact
05.301.07.09.,Had Bouhssoussen,Khénifra,-6.1348,33.13496,geonames,6546326,ADM3,Had Bouhssoussen,exact
05.301.07.15.,Moulay Bouazza,Khénifra,-6.13193,33.25646,geonames,6546015,ADM3,Moulay Bouazza,exact
05.301.07.17.,Oum Rabia,Khénifra,-5.43037,33.07103,geonames,6546961,ADM3,Oum Rabia,exact
05.301.07.19.,Sebt Ait Rahou,Khénifra,-6.26698,33.30073,geonames,6546016,ADM3,Sebt Ait Rahou,exact
05.301.07.23.,Sidi Hcine,Khénifra,-6.03356,33.04158,geonames,6546962,ADM3,Sidi Hcine,exact
05.311.01.01.,Bejaad (Mun.),Khouribga,-6.39125,32.77296,geonames,6546397,ADM3,Bejaad,exact
05.311.01.03.,Boujniba (Mun.),Khouribga,-6.77697,32.89734,geonames,11881767,ADM3,Boujniba,exact
05.311.01.05.,Hattane (Mun.),Khouribga,-6.81937,32.84364,geonames,6546694,ADM3,Hattane,exact
05.311.01.07.,Khouribga (Mun.),Khouribga,-6.91356,32.88677,geonames,6546695,ADM3,Khouribga,exact
05.311.01.09.,Oued Zem (Mun.),Khouribga,-6.56605,32.8695,geonames,6545669,ADM3,Oued Zem,exact
05.311.03.01.,Ain Kaicher,Khouribga,-6.58,32.729,geonames,6545594,ADM3,Ain Kaicher,exact
05.311.03.03.,Bni Bataou,Khouribga,-6.24501,32.8938,geonames,6546927,ADM3,Bni Bataou,exact
05.311.03.05.,Bni Zrantel,Khouribga,-6.15226,32.77302,geonames,6545595,ADM3,Bni Zrantel,exact
05.311.03.07.,Boukhrisse,Khouribga,-6.18086,32.85113,geonames,6545445,ADM3,Boukhrisse,exact
05.311.03.09.,Chougrane,Khouribga,-6.35966,32.89067,geonames,11911968,ADM4,Chougrane,exact
05.311.03.11.,Oulad Gouaouch,Khouribga,-6.32946,32.73463,geonames,6546696,ADM3,Oulad Gouaouch,exact
05.311.03.13.,Rouached,Khouribga,-6.26973,32.93611,geonames,6546929,ADM3,Rouached,exact
05.311.03.15.,Tachraft,Khouribga,-6.474,32.83943,geonames,2532119,PPL,Tachraft,exact
05.311.05.01.,Bir Mezoui,Khouribga,-6.77272,32.85764,geonames,6546697,ADM3,Bir Mezoui,exact
05.311.05.03.,Bni Ykhlef,Khouribga,-6.83985,32.98107,geonames,6545430,ADM3,Bni Ykhlef,exact
05.311.05.05.,Bulanouare,Khouribga,-6.78402,32.87929,geonames,6546698,ADM3,Boulanouare,fuzzy
05.311.05.07.,Lagfaf,Khouribga,-6.72245,32.94377,geonames,6546699,ADM3,Lagfaf,exact
05.311.05.09.,El Foqra,Khouribga,-6.97032,32.70504,geonames,6546700,ADM3,Elfoqra,exact
05.311.05.11.,M'Fassis,Khouribga,-6.81101,32.77393,geonames,6546701,ADM3,M Fassis,exact
05.311.05.13.,Oulad Abdoune,Khouribga,-6.93206,32.85808,geonames,6545960,ADM3,Oulad Abdoune,exact
05.311.05.15.,Oulad Azzouz,Khouribga,-6.75429,32.76927,geonames,6546702,ADM3,Oulad Azzouz,exact
05.311.07.01.,Ait Ammar,Khouribga,-6.63489,33.0487,geonames,6546930,ADM3,Ait Ammar,exact
05.311.07.03.,Bni Smir,Khouribga,-6.61783,32.79641,geonames,11911970,ADM4,Bni Smir,exact
05.311.07.05.,Braksa,Khouribga,-6.35423,33.02837,geonames,6546931,ADM3,Braksa,exact
05.311.07.07.,Kasbat Troch,Khouribga,-6.59218,32.94085,geonames,6546704,ADM3,Kasbat Troch,exact
05.311.07.09.,Lagnadiz,Khouribga,-6.78395,33.17455,geonames,6546932,ADM3,Lagnadiz,exact
05.311.07.11.,Maadna,Khouribga,-6.49633,32.91739,geonames,6545764,ADM3,Maadna,exact
05.311.07.13.,Oulad Aissa,Khouribga,-6.40337,33.05275,geonames,6546933,ADM3,Oulad Aissa,exact
05.311.07.15.,Oulad Boughadi,Khouribga,-6.73249,33.07979,geonames,6546934,ADM3,Oulad Boughadi,exact
05.311.07.17.,Oulad Fennane,Khouribga,-6.51435,33.09495,geonames,6545972,ADM3,Oulad Fennane,exact
05.311.07.19.,Oulad Ftata,Khouribga,-6.63704,33.18211,geonames,6545973,ADM3,Oulad Ftata,exact
06.111.01.01.,Benslimane (Mun.),Benslimane,-7.1246,33.62018,geonames,6547048,ADM3,Benslimane,exact
06.111.01.03.,Bouznika (Mun.),Benslimane,-7.20881,33.76484,geonames,6546124,ADM3,Bouznika,exact
06.111.01.05.,El Mansouria (Mun.),Benslimane,-7.27845,33.72739,geonames,11881434,ADM3,El Mansouria,exact
06.111.03.01.,Ahlaf,Benslimane,-7.13869,33.28816,geonames,11912499,ADM4,Ahlaf,exact
06.111.03.03.,Ain Tizgha,Benslimane,-7.03996,33.65726,geonames,6546905,ADM3,Ain Tizgha,exact
06.111.03.05.,Fdalate,Benslimane,-7.2653,33.50984,geonames,11912501,ADM4,Fdalate,exact
06.111.03.07.,Mellila,Benslimane,-7.10829,33.39327,geonames,6545637,ADM3,Mellila,exact
06.111.03.11.,Moualine El Oued,Benslimane,-7.32051,33.45609,geonames,6545862,ADM3,Moualine El Oued,exact
06.111.03.13.,Oulad Ali Toualaa,Benslimane,-7.17718,33.43868,geonames,6545831,ADM3,Oulad Ali Toualaa,exact
06.111.03.15.,Oulad Yahya Louta,Benslimane,-7.17508,33.54975,geonames,6545863,ADM3,Oulad Yahya Louta,exact
06.111.03.17.,Rdadna Oulad Malek,Benslimane,-7.25587,33.35821,geonames,6545467,ADM3,Rdadna Oulad Malek,exact
06.111.03.19.,Ziaida,Benslimane,-7.06662,33.5746,geonames,11912496,ADM4,Ziaida,exact
06.111.05.01.,Bir Ennasr,Benslimane,-6.9069,33.35326,geonames,6545479,ADM3,Bir Ennasr,exact
06.111.05.04.,Sidi Bettache,Benslimane,-6.89258,33.41767,geonames,11912498,ADM4,Sidi Bettache,exact
06.111.05.05.,Charrate,Benslimane,-7.10327,33.7694,geonames,11912497,ADM4,Charrate,exact
06.117.01.03.,Berrechid (Mun.),Berrechid,-7.5871,33.27313,geonames,6546705,ADM3,Berrechid,exact
06.117.01.05.,Deroua (Mun.),Berrechid,-7.47284,33.40859,geonames,6546262,ADM3,Deroua,exact
06.117.01.07.,El Gara (Mun.),Berrechid,-7.42352,33.26154,geonames,11881407,ADM3,El Gara,exact
06.117.01.09.,Had Soualem (Mun.),Berrechid,-7.85237,33.41972,geonames,12718675,PPL,Had Soualem,exact
06.117.01.11.,Oulad Abbou (Mun.),Berrechid,-7.93656,33.14703,geonames,6546398,ADM3,Oulad Abbou,exact
06.117.01.13.,Sidi Rahal Chatai (Mun.),Berrechid,-7.96399,33.44697,geonames,6546723,ADM3,Sidi Rahal Chatai,exact
06.117.05.01.,Ben Maachou,Berrechid,-8.05283,33.19232,geonames,6546716,ADM3,Ben Maachou,exact
06.117.05.11.,Laghnimyine,Berrechid,-7.84576,33.20801,geonames,6546717,ADM3,Laghnimyine,exact
06.117.05.13.,Lahsasna,Berrechid,-7.67007,33.19139,geonames,6546718,ADM3,Lahsasna,exact
06.117.05.25.,Sahel Oulad H'Riz,Berrechid,-7.85198,33.3354,geonames,6546720,ADM3,Sahel Oulad H Riz,exact
06.117.05.27.,Sidi Abdelkhaleq,Berrechid,-8.02539,33.08603,geonames,6546721,ADM3,Sidi Abdelkhaleq,exact
06.117.05.29.,Sidi El Mekki,Berrechid,-7.66346,33.25702,geonames,6546722,ADM3,Sidi El Mekki,exact
06.117.05.33.,Soualem Trifiya,Berrechid,-7.90317,33.44246,geonames,11912555,ADM4,Soualem Trifiya,exact
06.117.08.05.,Foqra Oulad Aameur,Berrechid,-7.50391,33.13489,geonames,6546265,ADM3,Foqra Oulad Aameur,exact
06.117.08.07.,Jaqma,Berrechid,-7.47301,33.24921,geonames,11912517,ADM4,Jaqma,exact
06.117.08.09.,Kasbat Ben Mchich,Berrechid,-7.46321,33.35958,geonames,6546733,ADM3,Kasbat Ben Mchich,exact
06.117.08.17.,Lambarkiyine,Berrechid,-7.4684,33.22421,geonames,6546734,ADM3,Lambarkiyine,exact
06.117.08.19.,Ouled Cebbah,Berrechid,-7.32261,33.27865,geonames,6546735,ADM3,Ouled Cebbah,exact
06.117.08.20.,Oulad Ziyane,Berrechid,-7.462,33.394,geonames,11912520,ADM4,Oulad Ziyane,exact
06.117.08.21.,Ouled Zidane,Berrechid,-7.36856,33.36401,geonames,6546736,ADM3,Ouled Zidane,exact
06.117.08.23.,Riah,Berrechid,-7.43303,33.15433,geonames,11912518,ADM4,Riah,exact
06.141.01.,Anfa (Arrond.),Préfecture d’Arrondissements Casablanca Anfa,-7.67285,33.59117,geonames,6545671,ADM3,Anfa,exact
06.141.01.81.,Mechouar de Casablanca (Mun.),Préfecture d’Arrondissements Moulay Rachid,-7.60615,33.57918,geonames,12718671,PPL,Méchouar de Casablanca,exact
06.181.01.01.,Azemmour (Mun.),El Jadida,-8.34773,33.28605,geonames,11881414,ADM3,Azemmour,exact
06.181.01.03.,El Jadida (Mun.),El Jadida,-8.50668,33.2492,geonames,6546786,ADM3,El-Jadida,exact
06.181.01.05.,Lbir Jdid (Mun.),El Jadida,-7.99955,33.38325,geonames,6546115,ADM3,Lbir Jdid,exact
06.181.03.01.,Chtouka,El Jadida,-8.16831,33.2931,geonames,11912557,ADM4,Chtouka,exact
06.181.03.05.,Laghdira,El Jadida,-8.04732,33.30392,geonames,6546864,ADM3,Laghdira,exact
06.181.03.07.,Lamharza Essahel,El Jadida,-8.06202,33.39714,geonames,6546790,ADM3,Lamharza Essahel,exact
06.181.03.11.,Sidi Ali Ben Hamdouche,El Jadida,-8.27259,33.30177,geonames,11912558,ADM4,Sidi Ali Ben Hamdouche,exact
06.181.05.01.,My Abdellah,El Jadida,-8.56646,33.15827,geonames,6546792,ADM3,Moulay Abdallah,exact
06.181.05.03.,Oulad Aissa,El Jadida,-8.67981,32.9651,geonames,11912566,ADM4,Oulad Aissa,exact
06.181.05.05.,Ouled Ghanem,El Jadida,-8.86325,32.81758,geonames,6546794,ADM3,Oulad Ghanem,fuzzy
06.181.05.07.,Ouled Hcine,El Jadida,-8.48686,33.04316,geonames,11912567,ADM4,Ouled Hcine,exact
06.181.05.09.,Sidi Abed,El Jadida,-8.64746,33.03534,geonames,6546279,ADM3,Sidi Abed,exact
06.181.05.11.,Sidi M'Hamed Akhdim,El Jadida,-8.756,32.799,geonames,6545791,ADM3,Sidi M Hamed  Akhdim,exact
06.181.07.03.,Haouzia,El Jadida,-8.42376,33.20294,geonames,11912568,ADM4,Haouzia,exact
06.181.07.09.,Oulad Rahmoune,El Jadida,-8.33704,33.18968,geonames,6545607,ADM3,Oulad Rahmoune,exact
06.181.09.01.,Boulaouane,El Jadida,-8.07074,32.86374,geonames,6546795,ADM3,Boulaouane,exact
06.181.09.03.,Chaibate,El Jadida,-8.33107,33.03111,geonames,6546284,ADM3,Chaibate,exact
