unit,name14,prov14,lon,lat,pt_src,source_id,feature,source_name,match
06.181.09.05.,Mettouh,El Jadida,-8.18626,32.89529,geonames,6546796,ADM3,Mettouh,exact
06.181.09.07.,Mogress,El Jadida,-8.44971,32.90096,geonames,6546797,ADM3,Mogress,exact
06.181.09.09.,Oulad Hamdane,El Jadida,-8.26669,33.0654,geonames,11912560,ADM4,Oulad Hamdane,exact
06.181.09.13.,Ouled Frej,El Jadida,-8.21178,32.96715,geonames,11912561,ADM4,Ouled Frej,exact
06.181.09.15.,Sebt Saiss,El Jadida,-8.64008,32.77417,geonames,6546010,ADM3,Sebt Saiss,exact
06.181.09.19.,Sidi Smail,El Jadida,-8.50462,32.89442,geonames,11912563,ADM4,Sidi Smail,exact
06.181.09.21.,Zaouiat Saiss,El Jadida,-8.63335,32.84628,geonames,6546013,ADM3,Zaouiat Saiss,exact
06.181.09.23.,Zaouiat Lakouacem,El Jadida,-8.32128,32.92636,geonames,6546800,ADM3,Zaouiat Lakouacem,exact
06.355.01.01.,Lahraouyine (Mun.),Médiouna,-7.51721,33.54593,geonames,6546274,ADM3,Lahraouyine,exact
06.355.01.03.,Mediouna (Mun.),Médiouna,-7.52683,33.46441,geonames,11912507,ADM4,Mediouna,exact
06.355.01.05.,Tit Mellil (Mun.),Médiouna,-7.49058,33.55326,geonames,6546782,ADM3,Tit Mellil,exact
06.355.03.01.,Al Majjatia Oulad Taleb,Médiouna,-7.52749,33.47907,geonames,6545657,ADM3,Almajjatia Oulad Tal,fuzzy
06.355.03.05.,Sidi Hajjaj Oued Hassar,Médiouna,-7.44056,33.52478,geonames,6545658,ADM3,Sidi Hajjaj Oued Has,fuzzy
06.371.01.01.,Mohammadia (Mun.),Mohammadia,-7.39529,33.68903,geonames,11881738,ADM3,Mohammadia,exact
06.371.01.03.,Ain Harrouda (Mun.),Mohammadia,-7.42731,33.67295,geonames,6545528,ADM3,Ain Harrouda,exact
06.371.03.01.,Bni Yakhlef,Mohammadia,-7.32538,33.65776,geonames,11912502,ADM4,Bni Yakhlef,exact
06.371.03.03.,Ech-challalate,Mohammadia,-7.4317,33.61207,geonames,6546194,ADM3,Ech-Challalate,exact
06.371.03.05.,Sidi Moussa Ben Ali,Mohammadia,-7.36283,33.56188,geonames,11912504,ADM4,Sidi Moussa Ben Ali,exact
06.371.03.07.,Sidi Moussa Majdoub,Mohammadia,-7.36534,33.6361,geonames,6545677,ADM3,Sidi Moussa Majdoub,exact
06.385.01.01.,Bouskoura (Mun.),Nouaceur,-7.64711,33.47629,geonames,6546277,ADM3,Bouskoura,exact
06.385.01.02.,Dar Bouazza (Mun.),Nouaceur,-7.78875,33.52606,geonames,6546784,ADM3,Dar Bouazza,exact
06.385.01.03.,Nouaceur (Mun.),Nouaceur,-7.57927,33.3852,geonames,6545638,ADM3,Nouaceur,exact
06.385.03.03.,Oulad Azzouz,Nouaceur,-7.77754,33.49153,geonames,12034991,ADM3,Oulad Azzouz,exact
06.385.03.05.,Oulad Salah,Nouaceur,-7.64371,33.36721,geonames,6545639,ADM3,Oulad Salah,exact
06.461.01.01.,Ben Ahmed (Mun.),Settat,-7.24358,33.07141,geonames,6546108,ADM3,Ben Ahmed,exact
06.461.01.05.,El Borouj (Mun.),Settat,-7.32322,32.5547,geonames,11881405,ADM3,El Borouj,exact
06.461.01.09.,Loulad (Mun.),Settat,-7.1285,32.99594,geonames,6546707,ADM3,Loulad,exact
06.461.01.13.,Oulad M'Rah (Mun.),Settat,-7.26206,32.91286,geonames,11881432,ADM3,Municipalité d’Oulad M’Rah,exact
06.461.01.15.,Settat (Mun.),Settat,-7.62667,33.00632,geonames,11881431,ADM3,Settat,exact
06.461.03.03.,Bouguargouh,Settat,-7.32096,33.09074,geonames,6546111,ADM3,Bouguargouh,exact
06.461.03.07.,Lakhzazra,Settat,-7.04312,33.02095,geonames,6546112,ADM3,Lakhzazra,exact
06.461.03.09.,Mniaa,Settat,-7.31067,32.85634,geonames,6546113,ADM3,Mniaa,exact
06.461.03.11.,Mrizigue,Settat,-7.11852,32.85628,geonames,6545765,ADM3,Mrizigue,exact
06.461.03.13.,M'Garto,Settat,-7.05197,33.18863,geonames,6546114,ADM3,M Garto,exact
06.461.03.15.,N'Khila,Settat,-7.06917,32.92388,geonames,6546710,ADM3,N Khila,exact
06.461.03.17.,Oued Naanaa,Settat,-7.28444,33.00403,geonames,6545766,ADM3,Oued Naanaa,exact
06.461.03.19.,Oulad Chbana,Settat,-7.39356,33.07904,geonames,6545767,ADM3,Oulad Chbana,exact
06.461.03.21.,Oulad Fares,Settat,-7.16265,32.78789,geonames,11912551,ADM4,Oulad Fares,exact
06.461.03.23.,Oulad M'Hamed,Settat,-6.97456,33.1272,geonames,6545769,ADM3,Oulad M Hamed,exact
06.461.03.25.,Ras El Ain Chaouia,Settat,-7.41386,33.00169,geonames,6546711,ADM3,Ras El Ain Chaouia,exact
06.461.03.27.,Sgamna,Settat,-7.1915,32.73849,geonames,6546712,ADM3,Sgamna,exact
06.461.03.29.,Sidi Abdelkrim,Settat,-7.26078,33.1834,geonames,6546713,ADM3,Sidi Abdelkrim,exact
06.461.03.31.,Sidi Dahbi,Settat,-7.16532,33.06897,geonames,6546714,ADM3,Sidi Dahbi,exact
06.461.03.33.,Sidi Hajjaj,Settat,-7.31738,32.88602,geonames,11912574,ADM4,Sidi Hajjaj,exact
06.461.07.01.,Ain Blal,Settat,-7.65179,32.53148,geonames,6546724,ADM3,Ain Blal,exact
06.461.07.03.,Bni Khloug,Settat,-7.39129,32.65733,geonames,6546725,ADM3,Bni Khloug,exact
06.461.07.05.,Dar Chaffai,Settat,-7.49957,32.54436,geonames,6546726,ADM3,Dar Chaffai,exact
06.461.07.07.,Laqraqra,Settat,-7.12195,32.42154,geonames,6546727,ADM3,Laqraqra,exact
06.461.07.09.,Meskoura,Settat,-7.23555,32.60427,geonames,6546728,ADM3,Meskoura,exact
06.461.07.11.,Oulad Amer,Settat,-7.22684,32.4538,geonames,6546729,ADM3,Oulad Amer,exact
06.461.07.13.,Oulad Bouali Nouaja,Settat,-7.08244,32.63185,geonames,6546730,ADM3,Oulad Bouali Nouaja,exact
06.461.07.15.,Oulad Fares El Halla,Settat,-7.09801,32.52757,geonames,6546731,ADM3,Oulad Fares El Halla,exact
06.461.07.17.,Oulad Freiha,Settat,-7.60993,32.62321,geonames,6546732,ADM3,Oulad Freiha,exact
06.461.07.19.,Sidi Ahmed El Khadir,Settat,-7.36969,32.50698,geonames,6546263,ADM3,Sidi Ahmed El Khadir,exact
06.461.07.21.,Sidi Boumehdi,Settat,-7.32889,32.70132,geonames,6546264,ADM3,Sidi Boumehdi,exact
06.461.09.03.,Bni Yagrine,Settat,-7.54971,32.73673,geonames,6546080,ADM3,Bni Yagrine,exact
06.461.09.05.,Gdana,Settat,-7.96445,32.97242,geonames,6545600,ADM3,Gdana,exact
06.461.09.07.,Guisser,Settat,-7.4355,32.7797,geonames,11912552,ADM4,Guisser,exact
06.461.09.09.,Khemisset Chaouia,Settat,-7.76409,32.86823,geonames,6545601,ADM3,Khemisset Chaouia,exact
06.461.09.11.,Lahouaza,Settat,-7.68688,32.95948,geonames,6546082,ADM3,Lahouaza,exact
06.461.09.13.,Machraa Ben Abbou,Settat,-7.82075,32.69062,geonames,6545756,ADM3,Machraa Ben Abbou,exact
06.461.09.15.,Mzoura,Settat,-7.9444,32.83503,geonames,6545757,ADM3,Mzoura,exact
06.461.09.19.,Oulad Said,Settat,-7.76952,32.93226,geonames,11912544,ADM4,Oulad Said,exact
06.461.09.21.,Oulad Sghir,Settat,-7.53146,32.862,geonames,6546085,ADM3,Oulad Sghir,exact
06.461.09.23.,Rima,Settat,-7.40409,32.80312,geonames,6546738,ADM3,Rima,exact
06.461.09.25.,Sidi El Aidi,Settat,-7.6587,33.09835,geonames,6546739,ADM3,Sidi El Aidi,exact
06.461.09.31.,Toualet,Settat,-7.65828,32.76784,geonames,6545471,ADM3,Toualet,exact
06.467.01.07.,Sidi Bennour (Mun.),Sidi Bennour,-8.42819,32.66136,geonames,6546787,ADM3,Sidi Bennour,exact
06.467.01.09.,Zemamra (Mun.),Sidi Bennour,-8.7053,32.62181,geonames,6546788,ADM3,Zemamra,exact
06.467.07.01.,Bni Hilal,Sidi Bennour,-8.38137,32.81124,geonames,6545697,ADM3,Bni Hilal,exact
06.467.07.03.,Bni Tsiriss,Sidi Bennour,-8.11924,32.74306,geonames,6546280,ADM3,Bni Tsiriss,exact
06.467.07.05.,Bouhmame,Sidi Bennour,-8.45537,32.59945,geonames,11912538,ADM4,Bouhmame,exact
06.467.07.07.,Jabria,Sidi Bennour,-8.32422,32.56997,geonames,6546402,ADM3,Jabria,exact
06.467.07.09.,Khmis Ksiba,Sidi Bennour,-8.20936,32.52489,geonames,6546403,ADM3,Khmis Ksiba,exact
06.467.07.11.,Koudiat Bni Dghough,Sidi Bennour,-8.48889,32.4331,geonames,6546404,ADM3,Koudiat Bni Dghough,exact
06.467.07.13.,Kridid,Sidi Bennour,-8.60015,32.49701,geonames,6546405,ADM3,Kridid,exact
06.467.07.15.,Laagagcha,Sidi Bennour,-8.68458,32.55863,geonames,6546282,ADM3,Laagagcha,exact
06.467.07.17.,Laamria,Sidi Bennour,-8.23631,32.82742,geonames,6546283,ADM3,Laamria,exact
06.467.07.19.,Laaounate,Sidi Bennour,-8.15749,32.68566,geonames,6546406,ADM3,Laaounate,exact
06.467.07.21.,Laatatra,Sidi Bennour,-8.37684,32.6015,geonames,6546407,ADM3,Laatatra,exact
06.467.07.23.,Lmechrek,Sidi Bennour,-8.3771,32.72961,geonames,11912541,ADM4,Lmechrek,exact
06.467.07.25.,Metrane,Sidi Bennour,-8.2408,32.63879,geonames,6546024,ADM3,Metrane,exact
06.467.07.27.,M'Tal,Sidi Bennour,-8.40329,32.51295,geonames,6546025,ADM3,M Tal,exact
06.467.07.29.,Oulad Amrane,Sidi Bennour,-8.50341,32.45351,geonames,11912572,ADM4,Oulad Amrane,exact
06.467.07.31.,Oulad Boussaken,Sidi Bennour,-8.14417,32.57013,geonames,6546027,ADM3,Oulad Boussaken,exact
06.467.07.33.,Oulad Si Bouhya,Sidi Bennour,-8.34697,32.73176,geonames,6546028,ADM3,Oulad Si Bouhya,exact
06.467.07.35.,Tamda,Sidi Bennour,-8.34645,32.43963,geonames,6546029,ADM3,Tamda,exact
06.467.11.01.,Laghnadra,Sidi Bennour,-8.66959,32.64994,geonames,6546801,ADM3,Laghnadra,exact
06.467.11.03.,Lgharbia,Sidi Bennour,-8.88009,32.58959,geonames,6545543,ADM3,Lgharbia,exact
06.467.11.05.,Loualidia,Sidi Bennour,-8.911,32.63124,geonames,11912570,ADM4,Loualidia,exact
06.467.11.07.,Oulad Sbaita,Sidi Bennour,-8.80304,32.67424,geonames,6545488,ADM3,Oulad Sbaita,exact
06.467.11.09.,Saniat Berguig,Sidi Bennour,-8.60733,32.6991,geonames,6546515,ADM3,Saniat Berguig,exact
07.041.01.01.,Ait Ourir (Mun.),Al  Haouz,-7.72257,31.49916,geonames,11881792,ADM3,Ait Ourir,exact
07.041.01.03.,Amizmiz (Mun.),Al  Haouz,-8.24324,31.27405,geonames,11881790,ADM3,Amizmiz,exact
07.041.01.09.,Tahannaout (Mun.),Al  Haouz,-7.94203,31.38006,geonames,6546183,ADM3,Tahannaout,exact
07.041.03.05.,Ait Faska,Al  Haouz,-7.69643,31.54996,geonames,6546742,ADM3,Ait Faska,exact
07.041.03.09.,Ait Sidi Daoud,Al  Haouz,-7.67566,31.61548,geonames,6546743,ADM3,Ait Sidi Daoud,exact
07.041.03.11.,Ghmate,Al  Haouz,-7.7921,31.42765,geonames,6546604,ADM3,Ghmate,exact
07.041.03.13.,Iguerferouane,Al  Haouz,-7.68554,31.41593,geonames,6546605,ADM3,Iguerferouane,exact
07.041.03.15.,Sidi Abdallah Ghiat,Al  Haouz,-7.83733,31.51881,geonames,6546744,ADM3,Sidi Abdallah Ghiat,exact
07.041.03.19.,Tamazouzte,Al  Haouz,-7.78466,31.49976,geonames,6545425,ADM3,Tamazouzte,exact
07.041.03.23.,Tidili Mesfioua,Al  Haouz,-7.61536,31.48,geonames,6545770,ADM3,Tidili Mesfioua,exact
07.041.05.01.,Amghras,Al  Haouz,-8.17076,31.21844,geonames,6546606,ADM3,Amghras,exact
07.041.05.05.,Anougal,Al  Haouz,-8.27954,31.1183,geonames,6546068,ADM3,Anougal,exact
07.041.05.07.,Azgour,Al  Haouz,-8.34675,31.12539,geonames,6546069,ADM3,Azgour,exact
07.041.05.09.,Dar Jamaa,Al  Haouz,-8.38501,31.25236,geonames,6546608,ADM3,Dar Jamaa,exact
07.041.05.11.,Lalla Takarkoust,Al  Haouz,-8.1248,31.32703,geonames,6546070,ADM3,Lalla Takarkoust,exact
07.041.05.13.,Ouazguita,Al  Haouz,-8.07905,31.26427,geonames,6545804,ADM3,Ouazguita,exact
07.041.05.15.,Oulad Mtaa,Al  Haouz,-8.29907,31.33113,geonames,6545802,ADM3,Oulad Mtaa,exact
07.041.05.17.,Sidi Badhaj,Al  Haouz,-8.21553,31.34245,geonames,6546071,ADM3,Sidi Badhaj,exact
07.041.05.19.,Tizguine,Al  Haouz,-8.32281,31.26158,geonames,6546609,ADM3,Tizguine,exact
07.041.07.01.,Aghbar,Al  Haouz,-8.50186,30.91765,geonames,6546072,ADM3,Aghbar,exact
07.041.07.03.,Asni,Al  Haouz,-7.91261,31.16757,geonames,6545572,ADM3,Asni,exact
07.041.07.05.,Ighil,Al  Haouz,-8.35331,31.01102,geonames,6546610,ADM3,Ighil,exact
07.041.07.07.,Ijoukak,Al  Haouz,-8.07507,31.00406,geonames,6546611,ADM3,Ijoukak,exact
07.041.07.09.,Imgdal,Al  Haouz,-8.11428,31.10981,geonames,6546612,ADM3,Imgdal,exact
07.041.07.11.,Ouirgane,Al  Haouz,-8.07564,31.18774,geonames,6545803,ADM3,Ouirgane,exact
07.041.07.13.,Talat N'Yaaqoub,Al  Haouz,-8.27021,30.96777,geonames,6546613,ADM3,Talat N Yaaqoub,exact
07.041.09.01.,Moulay Brahim,Al  Haouz,-8.02398,31.32156,geonames,6546614,ADM3,Moulay Brahim,exact
07.041.09.03.,Oukaimden,Al  Haouz,-7.82865,31.22231,geonames,6546390,ADM3,Oukaimden,exact
07.041.09.05.,Ourika,Al  Haouz,-7.76741,31.33776,geonames,6545518,ADM3,Ourika,exact
07.041.09.07.,Sti Fadma,Al  Haouz,-7.71198,31.25077,geonames,6545577,ADM3,Sti Fadma,exact
07.041.09.11.,Tameslohte,Al  Haouz,-8.05316,31.4562,geonames,6546615,ADM3,Tameslohte,exact
07.041.11.01.,Abadou,Al  Haouz,-7.29961,31.60497,geonames,6545578,ADM3,Abadou,exact
07.041.11.03.,Ait Aadel,Al  Haouz,-7.21235,31.60012,geonames,6546741,ADM3,Ait Aadel,exact
07.041.11.07.,Ait Hkim-Ait Yzid,Al  Haouz,-7.20407,31.48829,geonames,6546603,ADM3,Ait Hkim Ait Yzid,exact
07.041.11.17.,Tamaguert,Al  Haouz,-7.54046,31.54196,geonames,6545424,ADM3,Tamaguert,exact
07.041.11.21.,Tazart,Al  Haouz,-7.39768,31.57875,geonames,6545426,ADM3,Tazart,exact
07.041.11.25.,Tighedouine,Al  Haouz,-7.53816,31.37639,geonames,6545805,ADM3,Tighedouine,exact
07.041.11.27.,Touama,Al  Haouz,-7.48895,31.55271,geonames,6545771,ADM3,Touama,exact
07.041.11.29.,Zerkten,Al  Haouz,-7.34838,31.4056,geonames,6545806,ADM3,Zerkten,exact
07.161.01.01.,Chichaoua (Mun.),Chichaoua,-8.76493,31.55006,geonames,6546616,ADM3,Chichaoua,exact
07.161.01.03.,Imintanoute (Mun.),Chichaoua,-8.84422,31.17876,geonames,6546617,ADM3,Imintanoute,exact
07.161.03.01.,Ahdil,Chichaoua,-8.8681,31.62305,geonames,6546618,ADM3,Ahdil,exact
07.161.03.03.,Ait Hadi,Chichaoua,-8.78366,31.39129,geonames,6546619,ADM3,Ait Hadi,exact
07.161.03.05.,Lamzoudia,Chichaoua,-8.59471,31.63612,geonames,6546620,ADM3,Lamzoudia,exact
07.161.03.07.,Oulad Moumna,Chichaoua,-9.03236,31.45973,geonames,6546621,ADM3,Oulad Moumna,exact
07.161.03.09.,Saidate,Chichaoua,-8.82446,31.37297,geonames,6546622,ADM3,Saidate,exact
07.161.03.13.,Sidi Bouzid Arragragui,Chichaoua,-8.77888,31.49166,geonames,6545762,ADM3,Sidi Bouzid Arragrag,fuzzy
07.161.03.15.,Sidi M'Hamed Dalil,Chichaoua,-8.68602,31.4047,geonames,6545763,ADM3,Sidi M Hamed Dalil,exact
07.161.05.01.,Afalla Issen,Chichaoua,-8.92548,31.03999,geonames,6546097,ADM3,Afalla Issen,exact
07.161.05.03.,Ain Tazitounte,Chichaoua,-8.88576,31.11051,geonames,6546098,ADM3,Ain Tazitounte,exact
07.161.05.05.,Ait Haddou Youssef,Chichaoua,-8.69745,30.91,geonames,6546099,ADM3,Ait Haddou Youssef,exact
07.161.05.07.,Irohalen,Chichaoua,-8.90492,31.06604,geonames,6546100,ADM3,Irohalen,exact
07.161.05.09.,Lalla Aaziza,Chichaoua,-8.69879,31.06532,geonames,6546101,ADM3,Lalla Aaziza,exact
07.161.05.11.,Nfifa,Chichaoua,-8.86653,31.23742,geonames,6546624,ADM3,Nfifa,exact
07.161.05.13.,Ouad L'bour,Chichaoua,-8.97489,31.18761,geonames,6546625,ADM3,Oued L Bour,fuzzy
07.161.05.15.,Sidi Ghanem,Chichaoua,-8.78407,31.13447,geonames,6546626,ADM3,Sidi Ghanem,exact
07.161.05.17.,Timezgadiouine,Chichaoua,-9.0115,30.91265,geonames,6545849,ADM3,Timezgadiouine,exact
07.161.07.01.,Adassil,Chichaoua,-8.47682,31.1476,geonames,6546627,ADM3,Adassil,exact
07.161.07.03.,Assif El Mal,Chichaoua,-8.45861,31.26527,geonames,6546628,ADM3,Assif El Mal,exact
07.161.07.05.,Douirane,Chichaoua,-8.6993,31.19691,geonames,6546241,ADM3,Douirane,exact
07.161.07.07.,Gmassa,Chichaoua,-8.37836,31.41824,geonames,6546629,ADM3,Gmassa,exact
07.161.07.09.,Imindounit,Chichaoua,-8.52536,31.03706,geonames,6546630,ADM3,Imindounit,exact
07.161.07.11.,Majjat,Chichaoua,-8.57058,31.46034,geonames,6545885,ADM3,Majjat,exact
07.161.07.13.,M'Zouda,Chichaoua,-8.55443,31.23549,geonames,6546631,ADM3,M Zouda,exact
07.161.07.15.,Zaouia Annahlia,Chichaoua,-8.64786,31.22011,geonames,6546645,ADM3,Zaouia Annahlia,exact
07.161.09.01.,Bouabout,Chichaoua,-9.21704,31.29923,geonames,6545462,ADM3,Bouabout,exact
07.161.09.03.,Bouabout Amdlane,Chichaoua,-9.22715,31.19005,geonames,6545463,ADM3,Bouabout Amdlane,exact
07.161.09.05.,Ichamraren,Chichaoua,-9.12858,31.12821,geonames,6545464,ADM3,Ichamraren,exact
07.161.09.07.,Kouzemt,Chichaoua,-9.27193,31.08752,geonames,6545465,ADM3,Kouzemt,exact
07.161.09.09.,Rahhala,Chichaoua,-9.06849,31.34733,geonames,6545466,ADM3,Rahhala,exact
07.161.09.11.,Sidi Abdelmoumen,Chichaoua,-8.98482,31.2777,geonames,6546646,ADM3,Sidi Abdelmoumen,exact
07.161.09.13.,Taouloukoult,Chichaoua,-9.09057,31.21501,geonames,6546647,ADM3,Taouloukoult,exact
07.161.09.15.,Timlilt,Chichaoua,-9.11218,31.00995,geonames,6546242,ADM3,Timlilt,exact
07.191.01.03.,El Kelaâ des Sraghna (Mun.),El Kelâa des  Sraghna,-7.39928,32.05457,geonames,11881877,ADM3,Municipalité d’El Kelaâ des Sraghna,exact
07.191.01.05.,Laattaouia (Mun.),El Kelâa des  Sraghna,-7.33318,31.83882,geonames,6546746,ADM3,Laattaouia,exact
07.191.01.07.,Sidi Rahhal (Mun.),El Kelâa des  Sraghna,-7.47508,31.67337,geonames,6546747,ADM3,Sidi Rahhal,exact
07.191.01.09.,Tamallalt (Mun.),El Kelâa des  Sraghna,-7.52616,31.82885,geonames,6546748,ADM3,Tamallalt,exact
07.191.03.01.,Chtaiba,El Kelâa des  Sraghna,-7.33122,32.20168,geonames,6546749,ADM3,Chtaiba,exact
07.191.03.03.,Eddachra,El Kelâa des  Sraghna,-7.15776,32.21366,geonames,6546750,ADM3,Eddachra,exact
07.191.03.05.,El Aamria,El Kelâa des  Sraghna,-7.24169,32.23384,geonames,6546751,ADM3,Elaamria,exact
07.191.03.07.,El Marbouh,El Kelâa des  Sraghna,-7.40388,32.12022,geonames,6546752,ADM3,Elmarbouh,exact
07.191.03.09.,Errafiaya,El Kelâa des  Sraghna,-7.25215,32.16274,geonames,6546753,ADM3,Errafiaya,exact
07.191.03.11.,Hiadna,El Kelâa des  Sraghna,-7.654,32.175,geonames,6546754,ADM3,Hiadna,exact
07.191.03.13.,Lounasda,El Kelâa des  Sraghna,-7.358,32.139,geonames,6546755,ADM3,Lounasda,exact
07.191.03.15.,Mayate,El Kelâa des  Sraghna,-7.51562,32.2515,geonames,6546756,ADM3,Mayate,exact
07.191.03.17.,Oulad Aamer,El Kelâa des  Sraghna,-7.1856,32.08534,geonames,6546757,ADM3,Oulad Aamer,exact
07.191.03.19.,Oulad Bouali Loued,El Kelâa des  Sraghna,-7.20009,32.1402,geonames,6546758,ADM3,Oulad Bouali Loued,exact
07.191.03.21.,Oulad Cherki,El Kelâa des  Sraghna,-7.43486,32.28488,geonames,6546267,ADM3,Oulad Cherki,exact
07.191.03.23.,Oulad El Garne,El Kelâa des  Sraghna,-7.32951,32.13427,geonames,6546268,ADM3,Oulad El Garne,exact
07.191.03.25.,Oulad Massaoud,El Kelâa des  Sraghna,-7.16239,32.24314,geonames,6546399,ADM3,Oulad Massaoud,exact
07.191.03.27.,Oulad Msabbel,El Kelâa des  Sraghna,-7.22194,32.32019,geonames,6546759,ADM3,Oulad Msabbel,exact
07.191.03.29.,Oulad Sbih,El Kelâa des  Sraghna,-7.52778,32.06666,geonames,6545888,ADM3,Oulad Sbih,exact
07.191.03.31.,Oulad Yaacoub,El Kelâa des  Sraghna,-7.29568,32.0271,geonames,6545889,ADM3,Oulad Yaacoub,exact
07.191.03.33.,Oulad Zarrad,El Kelâa des  Sraghna,-7.64853,32.11,geonames,6545890,ADM3,Oulad Zarrad,exact
07.191.03.35.,Sidi El Hattab,El Kelâa des  Sraghna,-7.32447,32.35281,geonames,6545737,ADM3,Sidi El Hattab,exact
07.191.03.37.,Sidi Moussa,El Kelâa des  Sraghna,-7.16973,32.26952,geonames,6545738,ADM3,Sidi Moussa,exact
07.191.03.39.,Taouzint,El Kelâa des  Sraghna,-7.2862,32.08652,geonames,6545855,ADM3,Taouzint,exact
07.191.03.41.,Znada,El Kelâa des  Sraghna,-7.37165,32.05329,geonames,6545856,ADM3,Znada,exact
07.191.05.01.,Assahrij,El Kelâa des  Sraghna,-7.1475,31.79136,geonames,6546269,ADM3,Assahrij,exact
07.191.05.03.,Bouya Omar,El Kelâa des  Sraghna,-7.21373,31.7794,geonames,6546270,ADM3,Bouya Omar,exact
07.191.05.05.,Choara,El Kelâa des  Sraghna,-7.31053,31.79112,geonames,6546271,ADM3,Choara,exact
07.191.05.07.,Dzouz,El Kelâa des  Sraghna,-7.301,31.86825,geonames,6546272,ADM3,Dzouz,exact
07.191.05.09.,Fraita,El Kelâa des  Sraghna,-7.29177,31.94558,geonames,6546273,ADM3,Fraita,exact
07.191.05.15.,Laatamna,El Kelâa des  Sraghna,-7.3307,31.91916,geonames,6545427,ADM3,Laatamna,exact
07.191.05.17.,Louad Lakhdar,El Kelâa des  Sraghna,-7.12004,31.88365,geonames,6545772,ADM3,Loued Lakhdar,fuzzy
07.191.05.19.,M'Zem Sanhaja,El Kelâa des  Sraghna,-7.10628,31.99167,geonames,6545773,ADM3,M Zem Sanhaja,exact
07.191.05.21.,Ouargui,El Kelâa des  Sraghna,-7.19743,31.84031,geonames,6546762,ADM3,Ouargui,exact
07.191.05.23.,Oulad Aarrad,El Kelâa des  Sraghna,-7.39927,31.84107,geonames,6545774,ADM3,Oulad Aarrad,exact
07.191.05.25.,Oulad Khallouf,El Kelâa des  Sraghna,-7.06921,31.7956,geonames,6546763,ADM3,Oulad Khallouf,exact
07.191.05.27.,Sidi Aissa Ben Slimane,El Kelâa des  Sraghna,-7.17382,31.9543,geonames,6545739,ADM3,Sidi Aissa Ben  Slim,fuzzy
07.191.05.29.,Sour El Aaz,El Kelâa des  Sraghna,-7.0506,31.85484,geonames,6546764,ADM3,Sour El Aaz,exact
07.191.07.11.,Jbiel,El Kelâa des  Sraghna,-7.46968,31.98108,geonames,6546760,ADM3,Jbiel,exact
07.191.07.13.,Jouala,El Kelâa des  Sraghna,-7.47137,31.90507,geonames,6546761,ADM3,Jouala,exact
07.191.07.31.,Zemrane,El Kelâa des  Sraghna,-7.51718,31.7131,geonames,6546765,ADM3,Zemrane,exact
07.191.07.33.,Zemrane Charqia,El Kelâa des  Sraghna,-7.40114,31.76345,geonames,6546766,ADM3,Zemrane Charqia,exact
07.211.01.01.,Ait Daoud (Mun.),Essaouira,-9.34786,31.09444,geonames,6546648,ADM3,Ait Daoud,exact
07.211.01.03.,El Hanchane (Mun.),Essaouira,-9.43544,31.51949,geonames,11881818,ADM3,El Hanchane,exact
07.211.01.05.,Essaouira (Mun.),Essaouira,-9.75862,31.45222,geonames,11881817,ADM3,Essaouira,exact
07.211.01.07.,Talmest (Mun.),Essaouira,-9.34725,31.82116,geonames,6546651,ADM3,Talmest,exact
07.211.01.09.,Tamanar (Mun.),Essaouira,-9.66746,31.0076,geonames,6546652,ADM3,Tamanar,exact
07.211.03.01.,Ait Said,Essaouira,-9.46487,31.44296,geonames,6546653,ADM3,Ait Said,exact
07.211.03.03.,Aquermoud,Essaouira,-9.53913,31.78101,geonames,6546654,ADM3,Aquermoud,exact
07.211.03.05.,Had Dra,Essaouira,-9.55513,31.62259,geonames,6546655,ADM3,Had Dra,exact
07.211.03.07.,Kechoula,Essaouira,-9.25513,31.53672,geonames,6545523,ADM3,Kechoula,exact
07.211.03.09.,Korimate,Essaouira,-9.28333,31.46028,geonames,6545524,ADM3,Korimate,exact
07.211.03.11.,Lagdadra,Essaouira,-9.42382,31.55616,geonames,6545947,ADM3,Lagdadra,exact
07.211.03.13.,Lahsinate,Essaouira,-9.48798,31.5383,geonames,6546656,ADM3,Lahsinate,exact
07.211.03.15.,Mejji,Essaouira,-9.34712,31.5682,geonames,6546657,ADM3,Mejji,exact
07.211.03.17.,Meskala,Essaouira,-9.37284,31.38869,geonames,6545948,ADM3,Meskala,exact
07.211.03.19.,Mouarid,Essaouira,-9.169,31.399,geonames,6545949,ADM3,Mouarid,exact
07.211.03.21.,Moulay Bouzarqtoune,Essaouira,-9.63678,31.66703,geonames,6545950,ADM3,Moulay Bouzarqtoune,exact
07.211.03.23.,Mzilate,Essaouira,-9.12168,31.731,geonames,6545845,ADM3,Mzilate,exact
07.211.03.25.,M'Khalif,Essaouira,-9.22789,31.8848,geonames,6545932,ADM3,M Khalif,exact
07.211.03.27.,M'Ramer,Essaouira,-9.16907,31.69095,geonames,6545951,ADM3,M Ramer,exact
07.211.03.29.,Oulad M'Rabet,Essaouira,-9.18654,31.6048,geonames,6545952,ADM3,Oulad M Rabet,exact
07.211.03.31.,Ounagha,Essaouira,-9.62981,31.50436,geonames,6546243,ADM3,Ounagha,exact
07.211.03.33.,Sidi Abdeljalil,Essaouira,-9.32438,31.82408,geonames,6545953,ADM3,Sidi Abdeljalil,exact
